kepid,kepoi_name,ra,dec,koi_period,koi_prad,koi_disposition_pred
8168187,K02209.02,292.71445,44.082329,35.502865,2.18,CONFIRMED
9605514,K00945.03,297.9516,46.264721,66.789347,2.07,CONFIRMED
9418619,K06068.01,297.18176,45.988441,6.150251376,100.03,FALSE POSITIVE
7835312,K06164.01,295.97079,43.52969,29.5126153,1.84,CONFIRMED
9221517,K02281.02,293.1311,45.663551,455.27405,1.54,FALSE POSITIVE
11623629,K00365.02,297.48691,49.623451,117.761,0.62,FALSE POSITIVE
10730703,K02327.02,291.65778,48.009312,46.331703,1.39,FALSE POSITIVE
7289317,K02450.02,294.00946,42.880772,7.1931193,1.12,CONFIRMED
7375348,K00266.02,295.40433,42.981422,47.7439509,1.74,CONFIRMED
1432789,K00992.02,291.49942,37.05928,4.57834367,1.44,CONFIRMED
12266636,K01522.02,295.80658,50.909801,12.654896,1.02,CONFIRMED
7974634,K06168.01,296.58698,43.766918,131.258668,1.59,FALSE POSITIVE
8182107,K07870.01,297.0672,44.0676,92.552007,2.1,FALSE POSITIVE
7974634,K06168.02,296.58698,43.766918,75.072964,1.09,FALSE POSITIVE
8163784,K06172.01,291.06699,44.071201,31.8134892,1.18,FALSE POSITIVE
2305866,K02610.02,292.09332,37.61348,115.230655,4.02,CONFIRMED
5184911,K02719.02,291.18497,40.311211,106.25976,1.5,CONFIRMED
6436029,K02828.02,289.53882,41.892818,505.462916,3.46,CONFIRMED
7767162,K02869.02,296.29355,43.403271,274.743032,2.16,FALSE POSITIVE
9478990,K00423.02,296.96027,46.034302,360.477635,11943.8,FALSE POSITIVE
10793172,K02871.03,290.20163,48.185822,18.0811429,0.75,FALSE POSITIVE
11404644,K06085.01,292.7561,49.264561,5.902596818,25.8,FALSE POSITIVE
8165617,K06173.01,291.74231,44.074871,214.013044,1.54,FALSE POSITIVE
8223568,K06176.01,287.9856,44.147202,143.09688,1.48,FALSE POSITIVE
8223568,K06176.02,287.9856,44.147202,73.4567573,nan,FALSE POSITIVE
8355178,K06178.01,287.53177,44.30801,13.0327301,1.64,CONFIRMED
4770174,K02971.02,297.39371,39.829041,31.9533679,1.65,CONFIRMED
9838804,K03028.02,294.96246,46.676289,458.16754,2.11,FALSE POSITIVE
9020114,K03088.02,291.16437,45.318291,67.8766605,1.92,FALSE POSITIVE
7983117,K03214.02,298.67377,43.795479,25.0901574,1.35,FALSE POSITIVE
9966219,K03401.02,297.47839,46.81575,326.6708,2.2,FALSE POSITIVE
11974540,K00129.02,297.00943,50.372318,143.21109362,nan,FALSE POSITIVE
7219825,K00238.03,296.99863,42.78196,362.97828,1.96,FALSE POSITIVE
9958962,K00593.04,294.98914,46.838329,240.192808,2.68,CONFIRMED
1718189,K00993.03,290.72867,37.252651,86.723653,1.43,FALSE POSITIVE
8263187,K07878.01,300.63809,44.156269,36.566324,15.41,FALSE POSITIVE
2019477,K06093.01,292.55194,37.421211,20.5736113,3.86,CONFIRMED
9518710,K03207.01,288.23862,46.118061,0.954388314,2.27,FALSE POSITIVE
7289338,K03420.01,294.01529,42.824371,5.77451117,1.87,CONFIRMED
8218379,K01920.02,285.12204,44.1106,10.1384691,0.74,CONFIRMED
5706592,K06618.01,292.17029,40.907162,8.6040858,0.94,FALSE POSITIVE
8364232,K07882.01,291.31281,44.38192,65.415183,1.31,FALSE POSITIVE
6670742,K06753.01,284.33261,42.12709,72.28198,13.11,FALSE POSITIVE
6697976,K06759.01,293.6633,42.113079,371.70965709,nan,FALSE POSITIVE
7592529,K06889.01,286.14291,43.236351,75.906736,0.63,FALSE POSITIVE
7592922,K06890.01,286.33069,43.267929,2.15888911,0.72,FALSE POSITIVE
7602351,K06892.01,290.12088,43.24361,17.5806026,1.87,CONFIRMED
8362974,K07023.01,290.85971,44.350922,2.71772323,0.72,FALSE POSITIVE
9301564,K07157.01,298.80557,45.759998,23.9830523,1.17,FALSE POSITIVE
10089123,K07283.01,296.89828,47.081059,134.413808,1.69,FALSE POSITIVE
8555967,K07894.01,290.3031,44.678089,347.97611,1.62,FALSE POSITIVE
3765917,K04526.02,295.96893,38.867168,11.8187288,2.09,CONFIRMED
3547760,K04535.02,292.25284,38.60899,5.78901936,0.78,FALSE POSITIVE
11290515,K04716.02,288.34488,49.021938,12.26708306,nan,FALSE POSITIVE
8216763,K04838.02,284.26859,44.19754,6.33342309,7.62,FALSE POSITIVE
6767227,K04871.02,288.52902,42.27626,5.522479,0.76,FALSE POSITIVE
3854496,K06368.01,292.56421,38.931129,9.4588054,1.78,CONFIRMED
3936061,K06372.01,285.27823,39.088428,71.008017,1.11,FALSE POSITIVE
3972432,K06375.01,295.89651,39.076359,2.90805147,0.97,FALSE POSITIVE
5860347,K06631.01,285.95218,41.14439,2.56271232,0.48,FALSE POSITIVE
6715997,K06762.01,297.83545,42.11039,15.08186,0.98,FALSE POSITIVE
6763884,K06763.01,287.23486,42.263309,2.44693823,0.56,CONFIRMED
6768616,K06765.01,289.04434,42.280022,13.05609,1.3,CONFIRMED
8394475,K07032.01,300.42432,44.343601,3.64049242,0.61,CONFIRMED
9340411,K07162.01,291.0527,45.835129,5.1581317,2.02,FALSE POSITIVE
10163067,K07291.01,298.9006,47.107769,25.9136674,3.37,FALSE POSITIVE
11241560,K07426.01,290.43677,48.983452,6.96197304,0.97,CONFIRMED
11244571,K07427.01,292.08185,48.96711,7.8935324,0.78,CONFIRMED
11282568,K07430.01,282.93994,49.050289,1.320499473,18.94,FALSE POSITIVE
11286311,K07432.01,285.63681,49.009109,13.1538409,1.03,FALSE POSITIVE
8043638,K00460.02,296.63684,43.802792,36.0484798,1.24,FALSE POSITIVE
11176166,K05875.02,283.06863,48.802078,4.2742605,1.88,FALSE POSITIVE
1293379,K06253.01,291.11398,36.994061,27.556452,1.4,FALSE POSITIVE
4076061,K06384.01,296.07407,39.158192,566.28176,2.79,FALSE POSITIVE
5951140,K06635.01,288.88849,41.246738,0.52740121,1.49,FALSE POSITIVE
5966732,K06641.01,293.7937,41.204491,1.400903699,1.16,FALSE POSITIVE
6842345,K06774.01,284.13208,42.350441,17.3816224,26.55,FALSE POSITIVE
6853172,K06776.01,288.73029,42.334011,28.655498,1.45,FALSE POSITIVE
6859546,K06777.01,290.72195,42.391571,13.4450174,1.08,CONFIRMED
7687365,K06904.01,293.41785,43.34285,26.1556767,1.28,FALSE POSITIVE
7700500,K06907.01,297.24039,43.397678,4.60687717,1.14,CONFIRMED
8442795,K07040.01,296.05728,44.461079,502.20642,2.18,FALSE POSITIVE
8443812,K07041.01,296.38422,44.433418,8.3613732,0.79,FALSE POSITIVE
9397900,K07169.01,289.04196,45.977081,10.5113779,0.72,FALSE POSITIVE
9458266,K07174.01,288.87769,46.059139,1.58487898,0.37,FALSE POSITIVE
10264293,K07301.01,287.47986,47.360161,20.9525604,1.19,CONFIRMED
10290021,K07305.01,297.47162,47.39994,3.72920972,0.8,FALSE POSITIVE
11288492,K07434.01,287.04843,49.02861,5.704593,0.95,CONFIRMED
11288772,K07435.01,287.22009,49.053501,1.36752316,0.82,CONFIRMED
11296724,K07437.01,291.72018,49.084541,1.9997244,0.84,CONFIRMED
1871483,K06256.01,292.13239,37.388481,14.137062,1.37,FALSE POSITIVE
2161949,K06259.01,291.8129,37.55587,4.78113942,1.14,CONFIRMED
2161949,K06259.02,291.8129,37.55587,7.18864064,1.3,CONFIRMED
5083138,K06511.01,286.21539,40.203411,27.122801,1.46,FALSE POSITIVE
5087223,K06513.01,287.97455,40.25523,5.62241111,1.17,FALSE POSITIVE
5092799,K06516.01,289.84402,40.262741,11.2901559,0.88,FALSE POSITIVE
5092799,K06516.02,289.84402,40.262741,28.24753303,nan,FALSE POSITIVE
6019971,K06646.01,282.58801,41.347092,7.1356633,1.38,FALSE POSITIVE
6864706,K06781.01,292.30566,42.302479,14.5909249,0.93,FALSE POSITIVE
6867219,K06783.01,293.02472,42.325089,11.8496351,1.31,CONFIRMED
6878408,K06786.01,295.93283,42.39669,455.62395,3.0,FALSE POSITIVE
7755741,K06913.02,292.78702,43.416039,1.75173647,3.86,FALSE POSITIVE
9480398,K07179.01,297.37427,46.054806,407.14656,1.18,FALSE POSITIVE
9490342,K07180.01,300.13855,46.061691,487.83894,3.94,FALSE POSITIVE
9513168,K07182.01,284.95761,46.14381,6.853888,1.74,FALSE POSITIVE
12116489,K00547.02,294.5704,50.673019,7.34672485,0.97,FALSE POSITIVE
11411639,K07445.01,295.92404,49.220188,6.933574,1.3,FALSE POSITIVE
2283362,K06262.01,286.11075,37.611851,0.673141323,1.29,FALSE POSITIVE
2301068,K06263.01,291.02719,37.613911,8.60965352,3.33,FALSE POSITIVE
2422820,K06267.01,286.13458,37.799881,13.8911152,1.12,CONFIRMED
4274071,K06399.01,294.40472,39.351681,6.76890076,1.24,CONFIRMED
4282390,K06401.01,296.14655,39.396938,1.96134311,41.53,FALSE POSITIVE
5115688,K06526.01,295.94925,40.247829,486.77832,9.3,FALSE POSITIVE
6045093,K06653.01,292.64594,41.353039,28.2682167,1.22,FALSE POSITIVE
6057750,K06657.01,296.104,41.36927,1.6037058,1.54,FALSE POSITIVE
8391983,K07884.01,299.77228,44.363022,0.70965042,1.49,FALSE POSITIVE
6947623,K06793.01,291.49585,42.47813,3.62657392,0.79,CONFIRMED
7811211,K06918.01,287.57062,43.531738,0.902403563,6.17,FALSE POSITIVE
7812893,K06919.01,288.37213,43.591221,8.7998722,1.09,FALSE POSITIVE
7816935,K06921.01,290.00784,43.502129,6.87778029,1.19,FALSE POSITIVE
7868967,K06925.01,281.35678,43.658352,12.9489256,0.94,FALSE POSITIVE
8489260,K07889.01,289.57452,44.519939,130.235324,2.44,FALSE POSITIVE
10388451,K07319.01,283.84756,47.515659,17.1677675,0.97,FALSE POSITIVE
10396708,K07320.01,288.29715,47.56004,8.50207749,0.75,CONFIRMED
11495989,K07449.01,285.37671,49.461712,1.322475635,14.03,FALSE POSITIVE
11551652,K07455.01,287.57501,49.551167,3.773744,2.44,FALSE POSITIVE
2449245,K06274.01,292.73026,37.787182,18.1772927,1.5,CONFIRMED
2557350,K06276.01,286.81915,37.859009,3.09872834,0.64,FALSE POSITIVE
4372620,K06409.01,293.5787,39.447979,19.9310602,2.42,FALSE POSITIVE
5171707,K06532.01,286.74857,40.36544,0.813998812,1.36,FALSE POSITIVE
6111011,K06664.01,287.46738,41.47163,14.7639145,0.93,FALSE POSITIVE
6128245,K06666.01,293.2793,41.403679,1.118510435,0.75,FALSE POSITIVE
6956176,K06798.01,294.07739,42.402241,2.64185268,3.56,FALSE POSITIVE
7902204,K06931.01,295.50229,43.609871,2.54031121,1.2,CONFIRMED
8566113,K07061.01,294.20145,44.639839,1.371587993,4.91,FALSE POSITIVE
9588862,K07195.01,292.15543,46.204529,5.89773974,1.0,FALSE POSITIVE
9596064,K07197.01,294.95062,46.242149,1.74145041,1.46,CONFIRMED
9596892,K07199.01,295.25565,46.2164,20.2944118,774.73,FALSE POSITIVE
10450504,K07327.01,282.15787,47.686531,17.9908273,1.88,CONFIRMED
10464199,K07330.01,289.32047,47.632446,198.11309,1.09,FALSE POSITIVE
11602794,K07460.01,287.31912,49.65699,5.70509519,1.58,CONFIRMED
5193439,K06538.01,293.67682,40.334068,129.847318,1.45,FALSE POSITIVE
5215508,K06542.01,298.49994,40.333672,0.8867443,nan,FALSE POSITIVE
6187508,K06672.01,285.33963,41.539749,2.28494301,1.0,FALSE POSITIVE
6209225,K06676.01,293.16168,41.538158,439.21978,1.81,FALSE POSITIVE
7939761,K06934.01,282.67258,43.788311,22.2548897,2.16,FALSE POSITIVE
8613446,K07069.01,286.91599,44.704529,1.01485981,1.61,FALSE POSITIVE
8624860,K07072.01,291.79575,44.746181,15.3902613,4.39,CONFIRMED
8625408,K07073.01,292.01733,44.713268,279.036565,30.25,FALSE POSITIVE
8686442,K07074.01,290.75494,44.851589,26.8552365,1.49,FALSE POSITIVE
8693536,K07076.01,293.53033,44.832771,16.2347636,1.28,CONFIRMED
9635520,K07205.01,284.69968,46.375092,2.3518268,39.82,FALSE POSITIVE
9639106,K07208.01,286.85812,46.311729,3.57944367,0.87,FALSE POSITIVE
9640123,K07209.01,287.51071,46.38995,8.2553499,3.28,CONFIRMED
10546063,K07339.01,296.02774,47.753551,10.6982275,1.73,FALSE POSITIVE
11650543,K07467.01,284.95026,49.747147,7.20558084,1.33,FALSE POSITIVE
11671646,K07470.01,296.53479,49.785851,392.50115,1.9,FALSE POSITIVE
11672354,K07471.01,296.82037,49.75045,5.29655591,1.3,FALSE POSITIVE
2716979,K06291.01,292.29626,37.93306,8.8324193,0.98,FALSE POSITIVE
2834463,K06293.01,286.58701,38.00108,5.88836941,1.21,FALSE POSITIVE
4567118,K06425.01,293.23929,39.691681,521.10826,1.5,FALSE POSITIVE
5263167,K06546.01,288.03058,40.418301,3.39401963,1.03,FALSE POSITIVE
6265961,K06680.01,284.12134,41.633072,5.52507406,0.8,CONFIRMED
7103300,K06819.01,286.84534,42.67696,3.226232203,1.01,FALSE POSITIVE
8007675,K06949.01,282.15485,43.867352,2.352446342,1.24,FALSE POSITIVE
9651602,K07215.01,292.82965,46.365768,3.90735046,0.83,FALSE POSITIVE
10586619,K07345.01,285.6409,47.81105,377.501257,2.16,CONFIRMED
11773625,K07479.01,296.73917,49.978352,7.1969168,1.1,CONFIRMED
2970670,K06299.01,286.07114,38.16761,0.947554749,0.67,CONFIRMED
2994092,K06301.01,292.40063,38.134579,50.271927,2.94,CONFIRMED
8297017,K07879.01,290.80057,44.270512,128.208643,6.15,FALSE POSITIVE
5295206,K06557.01,296.92773,40.429661,6.63448023,1.04,CONFIRMED
6307000,K06687.01,297.61307,41.672829,1.002591901,0.87,FALSE POSITIVE
6345758,K06689.01,284.57642,41.705971,3.37116682,0.98,CONFIRMED
8016692,K06954.01,286.9454,43.899139,6.613671,0.91,FALSE POSITIVE
8042644,K06957.01,296.35956,43.86676,1.48062814,0.76,FALSE POSITIVE
8760760,K07088.01,294.59918,44.927689,2.68814059,0.92,FALSE POSITIVE
8807057,K07093.01,286.55365,45.002338,97.991569,1.41,FALSE POSITIVE
9658089,K07220.01,295.35825,46.343929,1.057080807,0.97,FALSE POSITIVE
9674320,K07223.01,300.34525,46.339882,317.062416,1.59,CONFIRMED
9693803,K07224.01,283.11642,46.442699,13.4959496,1.62,FALSE POSITIVE
10659624,K07354.01,289.36646,47.923851,43.2675604,1.61,CONFIRMED
10665228,K07358.01,291.70639,47.908581,11.3251153,1.26,FALSE POSITIVE
11825996,K07483.01,297.34726,50.04744,16.9163386,0.68,FALSE POSITIVE
11854636,K07484.01,286.10281,50.126541,37.0200232,2.14,FALSE POSITIVE
11904704,K07489.01,286.03839,50.294441,0.565713361,0.81,FALSE POSITIVE
6368222,K06697.01,293.16202,41.735229,82.97062172,nan,FALSE POSITIVE
6372268,K06698.01,294.35617,41.777206,5.22422449,nan,FALSE POSITIVE
7135549,K06835.01,296.6192,42.674931,22.50053441,nan,FALSE POSITIVE
8091197,K06960.01,289.60522,43.952831,4.88698386,1.2,CONFIRMED
8098960,K06966.01,292.30338,43.98381,8.47484677,1.35,CONFIRMED
8815279,K07094.01,290.45645,45.003231,13.56092626,nan,FALSE POSITIVE
8845552,K07099.01,300.30533,45.093418,34.0357766,1.05,FALSE POSITIVE
9726452,K07226.01,297.72226,46.47583,42.48452259,nan,FALSE POSITIVE
9790965,K07231.02,298.91162,46.586578,4.74701479,13333.5,FALSE POSITIVE
9811915,K07232.01,281.22937,46.681862,1.96682825,1.18,CONFIRMED
10665749,K07359.01,291.90216,47.96207,4.237447181,2.26,FALSE POSITIVE
10670112,K07360.01,293.66928,47.906689,4.0953585,7.76,FALSE POSITIVE
10680424,K07361.01,297.20752,47.972099,0.92623983,1.16,FALSE POSITIVE
5897826,K00126.02,297.47586,41.114288,0.875197345,0.73,FALSE POSITIVE
3240158,K01106.03,292.7131,38.358212,13.2298203,1.5,CONFIRMED
2837111,K01110.02,287.44409,38.088428,3.71840884,0.84,FALSE POSITIVE
3246867,K06315.01,294.34146,38.340519,5.32737192,0.7,FALSE POSITIVE
3249334,K06318.01,294.87888,38.397812,5.90260586,1.26,FALSE POSITIVE
3324069,K06320.01,285.64093,38.418732,22.80265,2.36,FALSE POSITIVE
4760959,K06449.01,295.52618,39.806839,29.9315174,1.58,FALSE POSITIVE
4764969,K06450.01,296.32202,39.856049,0.602277579,0.78,FALSE POSITIVE
4830859,K06454.01,290.31134,39.98069,27.2173855,1.34,FALSE POSITIVE
5353938,K06568.01,289.15955,40.51181,6.27651592,0.65,CONFIRMED
5380812,K06570.01,296.56232,40.590939,16.214474,3.53,FALSE POSITIVE
6423922,K06705.01,284.2399,41.819042,0.9951412,0.22,FALSE POSITIVE
6436505,K06707.01,289.70703,41.84354,43.535891,1.86,CONFIRMED
8488381,K07888.01,289.20331,44.505138,4.7368156,0.6,FALSE POSITIVE
8115647,K06970.01,297.46857,43.98201,40.7698541,1.87,CONFIRMED
8120820,K06971.01,298.70001,43.97649,129.222771,2.01,CONFIRMED
8881169,K07106.01,290.21255,45.134991,5.01880305,1.08,CONFIRMED
8953278,K07111.01,291.92896,45.231838,23.59919017,nan,FALSE POSITIVE
9821428,K07235.01,287.02615,46.686291,299.70688,1.15,FALSE POSITIVE
9837013,K07236.01,294.29364,46.629501,14.461834,1.05,CONFIRMED
10751908,K07370.01,298.60785,48.016022,4.48538145,0.96,FALSE POSITIVE
10812541,K07375.01,297.30438,48.195271,4.84847245,1.51,CONFIRMED
12016243,K07506.01,293.49564,50.48064,11.8436119,1.41,CONFIRMED
11129738,K01427.02,287.85773,48.774109,4.88446644,0.84,CONFIRMED
10028792,K01574.04,297.91687,46.96513,8.9772888,1.79,CONFIRMED
4860678,K01602.02,297.79691,39.921371,3.03359398,1.55,CONFIRMED
5531953,K01681.04,291.285,40.730049,21.9139549,10.39,CONFIRMED
7765528,K01840.02,295.8287,43.425491,9.3888216,20.91,FALSE POSITIVE
5456979,K06579.01,294.28778,40.692741,2.6528082,1.17,CONFIRMED
5466109,K06582.01,296.4718,40.681622,2.43135542,1.07,FALSE POSITIVE
7217088,K06849.01,296.39548,42.78014,12.54474243,1.88,CONFIRMED
8145958,K06978.01,282.84103,44.049728,3.07551068,0.84,CONFIRMED
8155654,K06980.01,287.94165,44.008018,6.29340543,1.08,CONFIRMED
8167504,K06983.01,292.46378,44.090111,7.7021729,0.85,CONFIRMED
8958811,K07116.01,293.96545,45.273571,2.52557582,0.62,FALSE POSITIVE
8958939,K07117.01,294.00787,45.232689,8.2927558,1.01,FALSE POSITIVE
8958939,K07117.02,294.00787,45.232689,22.786522,1.45,FALSE POSITIVE
10815677,K07376.01,298.17337,48.173611,1.284241817,1.18,CONFIRMED
10848097,K07380.01,285.35583,48.221489,15.9474242,1.21,FALSE POSITIVE
10866969,K07383.01,294.20096,48.250061,50.0122,1.2,FALSE POSITIVE
12067960,K07510.01,294.73962,50.566841,5.60682001,1.04,FALSE POSITIVE
6307083,K02050.02,297.63519,41.641869,3.17796408,0.74,FALSE POSITIVE
7620413,K02103.02,295.50269,43.232792,3.66520844,0.82,CONFIRMED
11705004,K02199.02,287.53503,49.801659,3.05293416,1.18,CONFIRMED
2854181,K02232.02,291.81302,38.088181,12.834857,1.73,CONFIRMED
5978559,K02321.02,296.70724,41.203651,36.2530992,1.43,FALSE POSITIVE
8838950,K02421.02,298.41931,45.071442,4.02321842,0.48,FALSE POSITIVE
6867555,K02439.02,293.12738,42.320099,7.5017934,1.32,CONFIRMED
12208631,K02449.02,291.55051,50.825611,0.912351255,1.46,FALSE POSITIVE
3346543,K06329.01,292.52939,38.489079,12.4701111,2.06,CONFIRMED
3356193,K06331.01,294.87256,38.43446,5.8229815,1.36,FALSE POSITIVE
7335514,K06860.01,280.77686,42.924541,0.576732089,0.43,FALSE POSITIVE
8180290,K06985.01,296.56937,44.01722,10.9279755,0.81,FALSE POSITIVE
9025739,K07125.01,293.20148,45.354691,7.918267,0.93,CONFIRMED
9909965,K07252.01,298.54852,46.756641,10.2170589,1.17,FALSE POSITIVE
9932197,K07255.01,280.99176,46.88937,86.95432088,nan,FALSE POSITIVE
10932270,K07389.01,296.84967,48.323318,27.5837778,11.03,FALSE POSITIVE
12304728,K07520.01,289.82199,51.063492,3.14735789,3.45,FALSE POSITIVE
7778767,K02523.02,299.16953,43.44109,2.61090223,1.8,CONFIRMED
9026749,K02564.02,293.57394,45.384541,17.6637979,2.98,CONFIRMED
10916600,K02623.02,290.02591,48.335949,4.02664625,0.68,CONFIRMED
6198182,K02636.02,289.68671,41.588928,5.1777226,0.63,FALSE POSITIVE
5695396,K00283.03,288.53082,40.942299,9.48814747,0.73,FALSE POSITIVE
6964929,K02756.02,296.23282,42.47279,5.06993245,0.92,FALSE POSITIVE
3545626,K06341.01,291.70047,38.695129,9.78184193,nan,FALSE POSITIVE
3547178,K06342.01,292.10071,38.61499,8.1770751,0.83,CONFIRMED
3548622,K06343.01,292.47549,38.691311,569.45051,1.96,FALSE POSITIVE
4939265,K06475.01,295.79138,40.01236,4.84505985,1.54,CONFIRMED
8308516,K07880.01,294.95258,44.207909,623.70774,1.81,FALSE POSITIVE
5552808,K06598.01,296.82327,40.757229,10.95210361,nan,FALSE POSITIVE
5564082,K06600.01,299.11465,40.748619,2.70581614,0.69,FALSE POSITIVE
6551106,K06731.01,299.07507,41.94223,3.84615171,1.14,FALSE POSITIVE
6584278,K06733.01,283.77316,42.070862,1.28940823,2.48,FALSE POSITIVE
6590726,K06734.01,286.60938,42.063229,498.27269,2.12,FALSE POSITIVE
7345335,K06862.01,285.50293,42.911789,11.0495766,0.83,FALSE POSITIVE
8227086,K06993.01,289.62292,44.104431,13.8086331,1.09,CONFIRMED
8227464,K06994.01,289.77121,44.139969,4.25907841,0.7,CONFIRMED
9085039,K07129.01,290.38025,45.445419,64.1983721,1.74,FALSE POSITIVE
9099773,K07133.01,295.55292,45.473431,82.78482,2.16,FALSE POSITIVE
9943009,K07258.01,287.76895,46.83194,2.4376438,0.79,CONFIRMED
9944201,K07259.01,288.49091,46.804989,0.721522907,11.04,FALSE POSITIVE
9959093,K07264.01,295.04248,46.863991,19.1644498,1.83,CONFIRMED
11019739,K07400.01,286.40033,48.521961,4.15736472,1.09,CONFIRMED
8709688,K03019.02,298.40137,44.838181,2.012094,0.99,CONFIRMED
2716801,K03053.02,292.25464,37.97142,9.4767057,1.38,FALSE POSITIVE
3230805,K03068.02,290.26028,38.354988,6.65171459,0.84,CONFIRMED
11810124,K03344.03,289.66489,50.020039,208.54335,2.84,FALSE POSITIVE
9349757,K03348.02,294.69406,45.86684,17.7189786,1.44,CONFIRMED
3219037,K03395.02,286.54041,38.3326,5.0395851,0.78,FALSE POSITIVE
9117416,K03425.03,300.31619,45.49538,7.64370363,1.85,CONFIRMED
3663494,K06352.01,295.73334,38.792011,5.11683678,1.16,FALSE POSITIVE
4995716,K06484.01,286.54742,40.150539,16.1191449,1.34,FALSE POSITIVE
5597361,K06601.01,283.13373,40.852421,17.9925973,1.62,FALSE POSITIVE
5617510,K06605.01,291.04001,40.84993,74.371666,2.39,FALSE POSITIVE
6603765,K06739.01,291.09485,42.002918,19.164111,1.11,FALSE POSITIVE
7381580,K06872.01,296.91513,42.905079,13.5164708,0.88,FALSE POSITIVE
8248103,K07002.01,296.69574,44.150761,4.83014159,1.3,CONFIRMED
8256882,K07003.01,298.88669,44.11586,2.41194057,1.35,CONFIRMED
8283875,K07007.01,284.77267,44.249371,0.800263219,0.77,FALSE POSITIVE
9150870,K07136.01,290.30801,45.598412,441.17369,2.27,FALSE POSITIVE
10002049,K07270.01,287.46475,46.96841,19.2532128,1.42,FALSE POSITIVE
10019854,K07272.01,295.08221,46.941711,14.1011023,1.26,FALSE POSITIVE
11068630,K07404.01,282.55869,48.63097,1.817079849,1.39,CONFIRMED
11092783,K07408.01,295.83051,48.602261,5.15998178,19.07,CONFIRMED
12454800,K07534.01,288.29788,51.326519,23.3787733,0.92,FALSE POSITIVE
12458817,K07535.01,290.54504,51.32362,15.09984259,4.11,FALSE POSITIVE
12519942,K07539.01,296.28311,51.404362,15.3416245,1.3,FALSE POSITIVE
12555616,K07540.01,289.82422,51.552029,21.980467,0.92,FALSE POSITIVE
7100673,K04032.05,285.72849,42.65453,7.23524221,0.82,CONFIRMED
3937814,K04084.02,286.05243,39.09605,10.72900793,1.78,FALSE POSITIVE
3937814,K04084.03,286.05243,39.09605,8.19619768,1.55,CONFIRMED
4548098,K04157.02,287.41006,39.65868,5.215752,0.83,FALSE POSITIVE
3733638,K06353.01,287.22351,38.817612,10.0714369,1.98,FALSE POSITIVE
3748855,K06355.01,291.93356,38.827202,4.37198905,0.93,FALSE POSITIVE
3748855,K06355.02,291.93356,38.827202,6.72876606,1.03,FALSE POSITIVE
3765692,K06358.01,295.92456,38.876968,3.09383248,1.32,FALSE POSITIVE
5021432,K06489.01,294.6561,40.13726,14.05652256,nan,FALSE POSITIVE
5633259,K06610.01,295.55298,40.877991,315.07717192,nan,FALSE POSITIVE
5702770,K06617.01,290.91504,40.988499,8.0018897,0.9,CONFIRMED
6614748,K06745.01,294.28693,42.032791,383.85362,2.78,FALSE POSITIVE
6628926,K06746.01,297.62299,42.09882,2.564012541,7.27,FALSE POSITIVE
6664842,K06750.01,281.5202,42.169472,5.21395046,1.24,CONFIRMED
6665064,K06751.01,281.64999,42.132061,24.996068,2.4,CONFIRMED
6670610,K06752.01,284.27499,42.123779,8.9429645,0.89,FALSE POSITIVE
7447895,K06878.01,292.72079,43.076809,2.405625303,1.11,FALSE POSITIVE
7461521,K06882.01,296.28384,43.033981,0.7735301,1.87,FALSE POSITIVE
7537660,K06884.01,294.6015,43.159935,2.42186898,nan,FALSE POSITIVE
9203154,K07144.01,284.12521,45.628052,0.839907158,0.92,FALSE POSITIVE
9221627,K07148.01,293.17194,45.677391,1.7613778,2.32,FALSE POSITIVE
10053138,K07279.01,280.71948,47.07222,11.7728146,0.93,CONFIRMED
10066755,K07281.01,288.21976,47.041279,2.46506501,1.14,FALSE POSITIVE
10070479,K07282.01,289.96161,47.08036,1.758599866,1.6,FALSE POSITIVE
7119481,K00566.02,292.31601,42.626251,14.1573717,1.1,CONFIRMED
11182260,K07415.01,287.26074,48.846512,1.291964282,10.97,CONFIRMED
11187972,K07416.01,290.478,48.854645,37.4646974,0.97,CONFIRMED
8773015,K04301.02,298.20261,44.925831,6.31915999,1.04,FALSE POSITIVE
9883606,K04383.02,288.46909,46.78368,2.58393841,0.77,CONFIRMED
9836563,K04421.02,294.12488,46.67289,6.5595368,0.62,FALSE POSITIVE
6508221,K00416.04,286.86548,41.989079,31.5322987,0.74,FALSE POSITIVE
9100953,K04500.03,295.90503,45.40543,14.7510068,1.7,CONFIRMED
10079420,K07607.01,293.54141,47.007912,54.54312996,nan,FALSE POSITIVE
11559304,K07617.01,291.97635,49.575771,12.9284553,0.64,FALSE POSITIVE
4735826,K03184.03,288.39529,39.872627,4.02018903,0.6,CONFIRMED
5003670,K04524.03,289.5484,40.1642,3.33930957,1.2,CONFIRMED
8973285,K04782.02,297.9487,45.255039,4.29251656,3.66,CONFIRMED
2861126,K04957.02,293.2811,38.082241,4.98792404,0.73,CONFIRMED
8105398,K05475.02,294.49487,43.91362,5.68325648,0.97,CONFIRMED
4758350,K06447.02,294.93198,39.81242,91.649983,2.27,FALSE POSITIVE
4862625,K06464.03,298.21509,39.955101,541.742985,3.39,FALSE POSITIVE
3965201,K07546.01,294.31064,39.049702,44.113873,4.9,FALSE POSITIVE
4862924,K07554.01,298.27673,39.903851,482.62011,1.98,FALSE POSITIVE
5271090,K07558.01,290.56674,40.449902,10.1551587,0.94,FALSE POSITIVE
