kepid,kepoi_name,ra,dec,koi_period,koi_prad,koi_disposition_pred
5710069,K03396.01,293.2244,40.931931,36.2580749,1.82,CONFIRMED
9967009,K03462.01,297.70197,46.823318,12.4326997,1.88,CONFIRMED
9967009,K03462.02,297.70197,46.823318,30.9902997,2.21,CONFIRMED
6200810,K03397.01,290.44928,41.535789,35.8754482,2.35,CONFIRMED
3561464,K03398.03,295.49811,38.644501,4.32710579,3.58,CONFIRMED
4844470,K03469.01,294.25037,39.943939,60.532988,1.91,CONFIRMED
9995771,K03470.01,283.79782,46.931,15.0617835,1.61,CONFIRMED
9966219,K03401.01,297.47839,46.81575,17.9559673,1.96,CONFIRMED
6231721,K07773.01,298.68607,41.521069,2.69339974,1.04,FALSE POSITIVE
9536108,K03472.01,295.63855,46.132549,10.43003118,1.14,CONFIRMED
8905246,K03473.01,298.0759,45.18903,27.63714708,6.96,CONFIRMED
5460434,K07729.01,295.19501,40.670841,50.563697,1.57,CONFIRMED
11922778,K03408.01,296.0069,50.281811,65.427645,1.65,CONFIRMED
2975770,K01788.02,287.73755,38.114559,369.069345,3.07,CONFIRMED
7692093,K03337.01,294.90594,43.381889,11.16622885,1.56,CONFIRMED
7772914,K03339.01,297.75192,43.447578,23.1334494,2.55,CONFIRMED
3529290,K03340.01,286.51019,38.618309,8.9539656,0.84,CONFIRMED
3529290,K03340.02,286.51019,38.618309,13.7281373,1.06,CONFIRMED
6025124,K03411.01,285.1478,41.388908,26.83771808,12.68,FALSE POSITIVE
5531953,K01681.03,291.285,40.730049,3.53105835,10.61,CONFIRMED
6277410,K07774.01,289.33551,41.683449,6.32589574,1.14,FALSE POSITIVE
9843517,K03480.01,296.65256,46.618809,11.9378354,1.15,CONFIRMED
8812045,K03481.01,289.09845,45.02309,32.715906,3.68,CONFIRMED
3101923,K03483.01,287.32269,38.279709,82.331756,2.08,CONFIRMED
5621333,K03341.01,292.22977,40.808949,27.0965146,2.13,CONFIRMED
5621333,K03341.02,292.22977,40.808949,11.5474983,1.48,CONFIRMED
3236705,K03343.01,291.85522,38.393131,83.2664103,2.89,CONFIRMED
2849140,K03416.01,290.73328,38.00721,11.8237228,1.25,CONFIRMED
8121328,K03486.01,298.82062,43.909859,19.0689513,1.63,CONFIRMED
6043538,K07759.01,292.18057,41.31554,6.2253374,1.92,CONFIRMED
7289338,K03420.02,294.01529,42.824371,12.5014905,2.24,CONFIRMED
5004909,K03421.01,289.91971,40.16853,40.6511021,1.7,CONFIRMED
6278670,K07775.01,289.72791,41.612289,89.945828,3.46,FALSE POSITIVE
5898983,K03422.01,297.71487,41.104279,40.1454757,13.01,FALSE POSITIVE
5617259,K07733.01,290.96094,40.896198,1.048130894,4.52,FALSE POSITIVE
9474756,K03495.01,295.55374,46.02911,17.6062701,1.72,CONFIRMED
5308663,K01562.02,299.556,40.456551,20.0679247,2.25,CONFIRMED
6356400,K07776.01,289.28772,41.799938,541.92452,3.15,FALSE POSITIVE
5900235,K03426.01,298.00089,41.196991,58.7701045,1.57,CONFIRMED
9474756,K03495.02,295.55374,46.02911,6.685438,1.25,CONFIRMED
7517261,K03496.02,288.4212,43.179794,8.5433774,1.58,CONFIRMED
5877292,K07744.01,292.13049,41.165749,11.7201693,1.34,FALSE POSITIVE
9845909,K03354.01,297.37747,46.661652,11.5706005,1.33,FALSE POSITIVE
9221528,K03355.01,293.13409,45.626869,16.2953228,1.6,FALSE POSITIVE
6106046,K07762.01,285.23715,41.497532,8.5073512,1.38,CONFIRMED
9230021,K03429.01,296.19614,45.634331,15.8283833,1.8,CONFIRMED
6058816,K03500.02,296.35461,41.33556,4.7482669,1.57,CONFIRMED
4263529,K03358.01,291.88907,39.361771,10.10404351,4.05,CONFIRMED
7697103,K03430.01,296.38269,43.386589,13.9248005,0.9,FALSE POSITIVE
9267996,K03431.01,285.22256,45.70874,19.6001405,2.08,FALSE POSITIVE
7093401,K03433.01,282.34613,42.60891,34.08429351,36.05,FALSE POSITIVE
4820550,K03823.01,286.77145,39.983822,202.1168173,5.8,CONFIRMED
11547869,K03749.01,285.00772,49.503979,10.72725536,12.85,FALSE POSITIVE
6525946,K02093.02,292.95416,41.934799,2.508116,12.28,FALSE POSITIVE
9973109,K02018.02,299.526,46.899261,16.0988294,1.14,CONFIRMED
5966810,K03909.01,293.8183,41.21146,247.891041,4.74,CONFIRMED
6863158,K07793.01,291.85205,42.343361,1.99469354,0.46,FALSE POSITIVE
8308347,K03761.01,294.89749,44.21579,164.950399,11.23,FALSE POSITIVE
10281221,K03913.01,294.61252,47.343262,0.582895412,5.87,FALSE POSITIVE
6525946,K02093.03,292.95416,41.934799,0.496069986,10.0,FALSE POSITIVE
7017372,K03689.01,285.9718,42.545712,5.24088367,12.74,FALSE POSITIVE
3128552,K02055.04,294.15271,38.23304,6.13074243,1.26,CONFIRMED
6887030,K07795.01,297.8728,42.303291,5.44085762,0.97,CONFIRMED
8323764,K03767.01,299.08057,44.29501,6.714247798,14.78,FALSE POSITIVE
5008245,K03770.01,290.93671,40.12492,2.60720833,7.31,FALSE POSITIVE
4075067,K03777.01,295.86945,39.15881,17.7476059,146.63,FALSE POSITIVE
12301181,K02059.02,287.59009,51.06057,2.18565886,0.44,CONFIRMED
6891124,K07796.01,298.72821,42.372631,3.52364689,0.94,CONFIRMED
9489524,K02029.04,299.89651,46.051971,4.78850084,0.63,CONFIRMED
7813039,K03787.01,288.43912,43.505249,141.73403059,10.3,FALSE POSITIVE
6531617,K07785.01,294.62714,41.933182,433.220461,2.07,FALSE POSITIVE
4164922,K03864.02,293.34497,39.257809,18.2572722,0.94,CONFIRMED
8365739,K03722.01,291.88754,44.345619,2.38920105,nan,FALSE POSITIVE
8827930,K03801.01,295.20694,45.09819,288.3128666,13.21,CONFIRMED
6790592,K07791.01,295.43973,42.209061,106.18732,231.85,FALSE POSITIVE
6508221,K00416.03,286.86548,41.989079,9.74765878,0.78,CONFIRMED
6952971,K07798.01,293.17212,42.483238,309.89103,2.15,FALSE POSITIVE
4147444,K03880.01,288.86737,39.264961,1.803697292,1.0,CONFIRMED
5769943,K03810.01,283.7504,41.08601,1.013774136,18.59,FALSE POSITIVE
4638237,K03811.01,286.15311,39.714901,290.1401717,11.58,FALSE POSITIVE
12154526,K02004.03,288.64627,50.788979,1.72110057,0.7,CONFIRMED
6507433,K03815.01,286.50876,41.922741,4.7425521,7.27,FALSE POSITIVE
8765560,K03891.01,296.15601,44.92009,47.1096306,78.98,FALSE POSITIVE
8780959,K03741.02,300.33237,44.986141,18.577903,1.36,FALSE POSITIVE
5008501,K01666.01,291.01971,40.177589,0.968026356,1.78,FALSE POSITIVE
5184709,K01670.01,291.12006,40.333988,10.57910009,2.03,CONFIRMED
7778664,K07849.01,299.14664,43.459831,5.0263815,0.84,FALSE POSITIVE
5211199,K02158.02,297.65143,40.352551,6.68231249,2.09,CONFIRMED
7834712,K07850.01,295.79788,43.570389,66.119119,3.0,FALSE POSITIVE
9574614,K01745.01,284.9671,46.27626,0.982090079,29.95,FALSE POSITIVE
8189801,K02480.01,298.92639,44.00219,0.66682654,1.49,CONFIRMED
10028352,K01957.01,297.79224,46.935829,1.38680229,29.33,CONFIRMED
10917681,K01963.01,290.60745,48.357182,12.89623554,2.55,CONFIRMED
7134626,K07818.01,296.40149,42.651058,2.52443998,1.53,CONFIRMED
11246161,K02796.01,292.87418,48.936569,0.5374094,0.96,CONFIRMED
10352333,K03991.01,296.50354,47.486919,1.570592397,1.37,CONFIRMED
12253474,K01947.01,288.63483,50.912231,6.422943288,1.66,CONFIRMED
3764879,K02141.01,295.77194,38.820042,1.306984786,18.33,FALSE POSITIVE
7601665,K07842.01,289.88666,43.233879,3.11141514,0.7,FALSE POSITIVE
9149789,K02874.01,289.85889,45.503841,0.352515897,1.0,FALSE POSITIVE
7051984,K02879.01,296.7019,42.508652,0.339069751,2.09,FALSE POSITIVE
7613620,K07843.01,293.67114,43.217609,0.619023176,0.79,FALSE POSITIVE
3345675,K01772.01,292.30069,38.402142,120.00336404,15.08,CONFIRMED
4947556,K03936.01,297.57712,40.02771,141.608555,2.98,CONFIRMED
7287028,K07832.01,293.35861,42.80666,3.6092231,0.68,FALSE POSITIVE
8376848,K04007.01,295.74899,44.37476,11.4927112,25.01,FALSE POSITIVE
7300182,K07833.01,296.78555,42.880291,172.820248,2.22,FALSE POSITIVE
9904006,K02135.02,296.80344,46.74115,20.1890396,1.39,CONFIRMED
7366501,K07834.01,292.94757,42.904308,7.3812344,1.0,FALSE POSITIVE
7296438,K00364.01,295.87231,42.881149,173.92851338,nan,FALSE POSITIVE
9425139,K01411.01,298.99509,45.909512,305.0762469,7.82,CONFIRMED
7367164,K07835.01,293.13828,42.965141,3.76565247,0.87,FALSE POSITIVE
7671950,K07846.01,287.81284,43.362549,10.5994606,1.28,FALSE POSITIVE
9084778,K01631.01,290.28094,45.46426,0.592243731,6.77,FALSE POSITIVE
7747103,K07847.01,289.7308,43.497368,399.37587,3.93,FALSE POSITIVE
10674871,K02068.01,295.46463,47.90807,41.88970036,32.16,FALSE POSITIVE
11518201,K03104.01,296.68945,49.44677,1.236866732,1.75,CONFIRMED
9758032,K03137.01,285.20944,46.540909,1.332035996,0.85,FALSE POSITIVE
6974658,K02925.01,298.29819,42.434368,0.716531851,1.11,FALSE POSITIVE
9634821,K02037.02,284.34274,46.316551,5.47715718,2.17,CONFIRMED
9602613,K02612.02,297.14883,46.296951,7.57299816,0.53,CONFIRMED
10904004,K02957.01,282.34305,48.340778,4.64490141,0.76,CONFIRMED
9605552,K03102.01,297.96048,46.227921,9.3210841,0.61,FALSE POSITIVE
2715695,K03077.02,292.03348,37.974548,7.55842923,1.46,CONFIRMED
5283728,K05149.01,294.27399,40.462078,43.681309,1.33,FALSE POSITIVE
5374838,K05155.01,295.21255,40.516911,230.180357,7.57,CONFIRMED
6366559,K05274.01,292.633,41.749222,55.7583803,1.59,CONFIRMED
6367663,K05275.01,292.99493,41.712749,3.781123,1.16,FALSE POSITIVE
6368905,K05276.01,293.36475,41.788891,220.720142,2.0,FALSE POSITIVE
6372194,K05278.01,294.33594,41.747532,281.5921577,7.22,FALSE POSITIVE
6387557,K05279.01,298.11356,41.712749,103.722152,1.95,CONFIRMED
5294945,K03463.01,296.87976,40.45536,32.5474295,1.42,CONFIRMED
3968809,K05030.01,295.18872,39.01865,411.8969,2.61,FALSE POSITIVE
3974928,K05033.01,296.35797,39.078579,127.671711,5.52,FALSE POSITIVE
4063943,K05035.01,293.29913,39.188389,115.23145073,nan,FALSE POSITIVE
4071638,K05037.01,295.16342,39.180187,349.58811,134.79,FALSE POSITIVE
5390913,K05156.01,298.7175,40.541969,1.680254289,30.88,FALSE POSITIVE
5394585,K05158.01,299.38071,40.535671,151.13008,4.41,FALSE POSITIVE
5425643,K05160.01,282.9101,40.646519,258.63797782,nan,FALSE POSITIVE
5428199,K05162.01,284.19696,40.641251,628.15844,0.95,FALSE POSITIVE
6425377,K05281.01,284.98364,41.881351,263.90141,23.91,FALSE POSITIVE
6442735,K05283.01,291.76413,41.86013,18.7821603,0.83,FALSE POSITIVE
6443093,K05284.01,291.89035,41.816818,389.316341,27.61,FALSE POSITIVE
6509282,K05287.01,287.33041,41.974899,3.98916186,28.1,FALSE POSITIVE
6697817,K03508.01,293.62357,42.129639,190.800788,1.67,CONFIRMED
4135912,K05040.01,284.66583,39.252041,29.6094263,2.87,CONFIRMED
4150972,K05044.01,289.8313,39.278,161.537665,1.37,FALSE POSITIVE
5436455,K05164.01,287.87424,40.630409,209.967521,1.16,FALSE POSITIVE
5439000,K05165.01,288.85123,40.692589,369.73011,1.66,FALSE POSITIVE
5443320,K05169.01,290.20547,40.66993,21.3684341,1.72,FALSE POSITIVE
6511182,K05288.01,288.12735,41.952801,29.5632952,1.9,CONFIRMED
6517064,K05289.01,290.15829,41.98978,181.81214,2.04,FALSE POSITIVE
6517200,K05290.01,290.20068,41.946289,435.50635,2.06,FALSE POSITIVE
6517255,K05291.01,290.21606,41.954571,525.560452,12.74,FALSE POSITIVE
1164301,K04921.01,291.69196,36.881409,95.688682,28.41,FALSE POSITIVE
1429589,K04923.01,290.75626,37.089809,38.168652,1.4,FALSE POSITIVE
1865864,K04926.01,290.87305,37.362179,69.089357,1.47,FALSE POSITIVE
4164511,K05046.01,293.24701,39.236691,40.9882124,1.44,FALSE POSITIVE
4241238,K05048.01,284.63876,39.355179,138.333748,6.28,FALSE POSITIVE
5524229,K05174.01,288.87198,40.767059,22.4932751,6.04,FALSE POSITIVE
5529385,K05176.01,290.43491,40.777241,215.732414,1.26,FALSE POSITIVE
6543192,K05297.01,297.42578,41.932991,8.0906952,0.8,CONFIRMED
6594945,K05300.01,288.28122,42.072079,188.954072,2.46,FALSE POSITIVE
2019199,K04931.01,292.48621,37.404339,579.81521,2.71,FALSE POSITIVE
2158460,K04932.01,291.06418,37.535751,19.12788374,nan,FALSE POSITIVE
4346339,K05057.01,285.34329,39.413849,493.74242,7.15,FALSE POSITIVE
6634112,K05308.01,298.64252,42.092831,9.942228056,22.15,FALSE POSITIVE
6675757,K05310.01,286.52942,42.167511,22.2903562,1.13,CONFIRMED
2310993,K04938.01,293.22018,37.610699,55.180772,2.37,FALSE POSITIVE
2437653,K04940.01,290.24103,37.785221,84.6405853,1.72,FALSE POSITIVE
2555080,K04943.01,286.0947,37.846722,15.2024426,113.97,FALSE POSITIVE
4471313,K05066.01,293.51175,39.528271,110.089267,2.4,FALSE POSITIVE
4478142,K05067.01,295.1868,39.575691,219.931324,2.3,FALSE POSITIVE
4484179,K05068.01,296.4227,39.579391,385.29212,1.57,FALSE POSITIVE
5650930,K05188.01,299.28336,40.834389,455.195496,2.09,FALSE POSITIVE
5697395,K05192.01,289.22729,40.94949,50.55398,0.94,FALSE POSITIVE
6805414,K05329.01,298.64493,42.285831,200.2350497,10.99,FALSE POSITIVE
6869373,K05331.01,293.66772,42.320541,31.5034587,1.17,CONFIRMED
6875342,K05332.01,295.23825,42.322361,22.2381062,1.09,FALSE POSITIVE
6879183,K05333.01,296.10648,42.354279,20.5477769,1.67,CONFIRMED
4566848,K05071.01,293.16476,39.631561,180.4118581,8.86,FALSE POSITIVE
5734702,K05196.01,298.92667,40.970451,392.47291,5.46,FALSE POSITIVE
2861298,K04958.01,293.31863,38.005466,581.729006,2.74,FALSE POSITIVE
4737848,K05079.01,289.09619,39.827278,56.001782,1.54,FALSE POSITIVE
4750962,K05083.01,293.05536,39.840069,69.932459,8.25,FALSE POSITIVE
5793275,K05202.01,292.55951,41.090012,535.93723,1.83,FALSE POSITIVE
5857656,K05205.01,284.66022,41.10894,313.051405,2.91,FALSE POSITIVE
5859725,K05207.01,285.68912,41.18961,18.9828305,0.72,CONFIRMED
6719052,K05320.01,298.45322,42.1101,357.437578,3.13,FALSE POSITIVE
6721603,K05321.01,298.95654,42.156315,215.634356,1.92,FALSE POSITIVE
6756369,K05322.01,283.97293,42.276588,30.928898,8.1,FALSE POSITIVE
6765563,K05324.01,287.90686,42.208721,293.392635,6.84,FALSE POSITIVE
6776555,K05327.01,291.55667,42.214169,5.43361347,2.09,CONFIRMED
2992634,K04960.01,292.07803,38.153831,47.82278681,nan,FALSE POSITIVE
3001955,K04961.01,294.0845,38.156319,348.96347,2.04,FALSE POSITIVE
3101178,K04963.01,287.04688,38.231617,59.4037839,1.65,CONFIRMED
3239171,K04967.01,292.47034,38.394341,43.581043,1.94,FALSE POSITIVE
4761427,K05085.01,295.62579,39.824638,327.063,2.82,FALSE POSITIVE
4770798,K05087.01,297.50919,39.88802,651.07431,1.55,FALSE POSITIVE
4813750,K05088.01,283.67819,39.964279,49.1782244,1.79,CONFIRMED
4833409,K05092.01,291.10825,39.955681,271.790292,2.38,FALSE POSITIVE
5946568,K05211.01,287.00836,41.289101,3.5645249,0.6,CONFIRMED
5954894,K05213.01,290.0495,41.250359,48.2455501,0.64,FALSE POSITIVE
5965629,K05216.01,293.46365,41.290939,377.311149,2.56,FALSE POSITIVE
6934045,K05336.01,286.79755,42.42091,265.741374,3.24,CONFIRMED
6939913,K05337.01,289.04572,42.446758,470.65357,2.99,FALSE POSITIVE
7009548,K05341.01,282.29132,42.545509,15.18575582,2.26,FALSE POSITIVE
3242039,K04969.01,293.20349,38.341801,59.14382117,nan,FALSE POSITIVE
3340165,K04972.01,290.9241,38.438339,26.092284,1.35,FALSE POSITIVE
3355104,K04975.01,294.63104,38.404549,47.0628978,4.1,CONFIRMED
4912650,K05098.01,288.34174,40.09639,100.345648,1.57,CONFIRMED
4914221,K05099.01,288.9306,40.057339,111.187116,1.51,FALSE POSITIVE
5981058,K05219.01,297.26181,41.255508,27.765596,1.2,FALSE POSITIVE
6021840,K05222.01,283.51559,41.335819,367.6758,2.77,FALSE POSITIVE
6023571,K05223.01,284.3486,41.319389,354.21154,8.41,FALSE POSITIVE
6025174,K05224.01,285.17563,41.342499,171.028691,2.49,CONFIRMED
3356156,K04976.01,294.86414,38.480183,624.90338,2.77,FALSE POSITIVE
3425363,K04977.01,285.5293,38.548141,25.5338535,1.18,FALSE POSITIVE
3428127,K04978.01,286.59076,38.5583,339.18998,2.75,FALSE POSITIVE
3441795,K04981.01,290.94846,38.56591,349.73652,2.32,FALSE POSITIVE
4915582,K05101.01,289.35559,40.068352,436.18813,1.64,FALSE POSITIVE
4918303,K05104.01,290.12497,40.098381,21.1579573,1.63,CONFIRMED
4940376,K05107.01,296.01852,40.087151,169.330666,16.68,FALSE POSITIVE
6034379,K05226.01,289.18372,41.343376,249.35154,4.42,FALSE POSITIVE
6034834,K05227.01,289.34515,41.36478,371.56492,1.89,FALSE POSITIVE
6036286,K05228.01,289.81567,41.396439,546.53309,1.03,FALSE POSITIVE
6038152,K05229.01,290.39862,41.351559,364.63189,2.06,FALSE POSITIVE
6043490,K05230.01,292.16544,41.329342,330.738115,4.42,FALSE POSITIVE
6045404,K05231.01,292.74023,41.37896,78.876125,2.03,FALSE POSITIVE
3540873,K04986.01,290.3548,38.672531,444.04257,1.48,FALSE POSITIVE
3548645,K04991.01,292.4809,38.654121,211.330867,2.09,FALSE POSITIVE
4953262,K05110.01,298.76041,40.052792,105.5904748,8.16,FALSE POSITIVE
6067545,K05236.01,298.39798,41.314892,550.86514,2.06,CONFIRMED
6115356,K05237.01,289.20016,41.430752,380.39474,1.84,FALSE POSITIVE
3553900,K04992.01,293.77448,38.654381,12.5747207,1.45,CONFIRMED
5027859,K05117.01,296.01883,40.108009,33.3726538,1.95,FALSE POSITIVE
5036052,K05119.01,297.78833,40.130909,143.163697,20.03,FALSE POSITIVE
6197658,K05247.01,289.5257,41.500488,282.0309,3.22,FALSE POSITIVE
6198670,K05248.01,289.82709,41.524811,179.25465,1.35,FALSE POSITIVE
3646449,K04999.01,291.65906,38.712158,65.752109,2.0,CONFIRMED
3647097,K05001.01,291.82471,38.779911,59.9655175,1.92,FALSE POSITIVE
3748239,K05003.01,291.78705,38.863152,112.951287,15.19,FALSE POSITIVE
3751118,K05004.01,292.5578,38.8503,103.363691,2.0,FALSE POSITIVE
5094412,K05124.01,290.2984,40.287842,276.879492,11.67,CONFIRMED
5110453,K05126.01,294.84802,40.240879,418.04355,13.73,FALSE POSITIVE
5166811,K05130.01,284.46585,40.314941,370.05918,1.9,FALSE POSITIVE
6203955,K05249.01,291.50589,41.550388,19.4534296,1.25,CONFIRMED
6266866,K05254.01,284.59164,41.639271,232.916142,1.2,FALSE POSITIVE
3229150,K02150.02,289.84286,38.309601,44.7055876,72.59,CONFIRMED
11360805,K02422.02,296.55005,49.102322,57.3888262,1.88,CONFIRMED
3757521,K05006.01,294.12369,38.81583,126.51457638,nan,FALSE POSITIVE
3758499,K05007.01,294.36734,38.846889,14.5168151,1.82,CONFIRMED
3834728,K05009.01,286.23233,38.991749,359.98653,1.76,FALSE POSITIVE
5181299,K05134.01,290.09991,40.386581,573.23826,6.93,FALSE POSITIVE
5184144,K05135.01,290.93436,40.358158,314.765374,2.0,FALSE POSITIVE
6309307,K05262.01,298.19696,41.650452,438.98396,32.58,FALSE POSITIVE
3863877,K05021.01,294.90323,38.95647,288.07937,3.01,FALSE POSITIVE
5255259,K05142.01,284.54691,40.468529,198.895864,3.33,FALSE POSITIVE
6346894,K05264.01,285.14172,41.711552,52.69092296,nan,FALSE POSITIVE
6347890,K05266.01,285.62076,41.73806,37.71508287,nan,FALSE POSITIVE
6350031,K05267.01,286.65286,41.756142,5.1779065,2.93,FALSE POSITIVE
6359881,K05268.01,290.38223,41.757408,474.22897,2.0,FALSE POSITIVE
6359929,K05269.01,290.39795,41.75079,371.50631,2.88,FALSE POSITIVE
3865815,K05022.01,295.35132,38.92704,117.26808432,nan,FALSE POSITIVE
3955444,K05027.01,291.82446,39.00618,62.312419,6.15,FALSE POSITIVE
9274092,K05649.01,288.78986,45.727459,426.942225,2.32,FALSE POSITIVE
9282853,K05651.01,292.64258,45.732342,83.499618,1.72,FALSE POSITIVE
9292100,K05652.01,296.05667,45.76976,91.507044,1.43,FALSE POSITIVE
9300066,K05653.01,298.3862,45.764229,188.664098,2.02,FALSE POSITIVE
10186761,K05772.01,281.32047,47.214809,75.636309,1.32,FALSE POSITIVE
10191449,K05775.01,284.0925,47.251381,492.23808,2.19,FALSE POSITIVE
10199984,K05776.01,288.47318,47.247921,198.6004,4.6,FALSE POSITIVE
7625138,K05406.01,296.65967,43.27029,5.71966537,0.82,FALSE POSITIVE
8507586,K05528.01,296.19122,44.542122,201.621794,2.02,FALSE POSITIVE
8525101,K05532.01,300.83527,44.560661,24.6777128,6.04,FALSE POSITIVE
8525286,K05533.01,300.90146,44.597328,113.05980069,nan,FALSE POSITIVE
9304976,K05654.01,299.81772,45.709164,54.6957124,3.28,CONFIRMED
9330740,K05656.01,286.12247,45.84251,169.84787744,nan,FALSE POSITIVE
9334027,K05657.01,288.02945,45.800098,284.699924,2.0,FALSE POSITIVE
9363944,K05660.01,299.03528,45.869289,402.20969,10.03,FALSE POSITIVE
10272858,K05782.01,291.36295,47.328709,584.55603,6.69,FALSE POSITIVE
10319834,K05785.01,281.88324,47.41605,70.31252504,nan,FALSE POSITIVE
10339000,K05787.01,291.63892,47.474972,69.775633,1.19,FALSE POSITIVE
7625143,K05407.01,296.6608,43.275089,58.5029431,1.54,FALSE POSITIVE
7631138,K05408.01,298.03403,43.228271,415.748785,3.24,FALSE POSITIVE
7662502,K05410.01,282.98114,43.300407,24.1527864,0.97,CONFIRMED
7672215,K05411.01,287.93747,43.377659,11.1734401,1.4,CONFIRMED
7690782,K05413.01,294.51031,43.322319,428.379308,2.0,FALSE POSITIVE
8547213,K05536.01,286.11234,44.657581,392.72811,1.85,FALSE POSITIVE
8547537,K05539.01,286.29144,44.658772,374.05697,2.34,FALSE POSITIVE
8548454,K05541.01,286.80566,44.63987,339.633833,2.04,FALSE POSITIVE
9391817,K05663.01,285.60675,45.990318,140.884533,1.52,CONFIRMED
9394953,K05665.01,287.3548,45.948662,100.494129,1.33,FALSE POSITIVE
9397862,K05666.01,289.02255,45.926022,182.453195,1.26,FALSE POSITIVE
10387792,K05789.01,283.46307,47.5546,383.26217,1.57,FALSE POSITIVE
10394802,K05790.01,287.29132,47.598251,178.266978,3.71,CONFIRMED
10453009,K05794.01,283.58612,47.633739,30.9771151,4.3,FALSE POSITIVE
10459749,K05795.01,287.11761,47.61618,19.11280242,nan,FALSE POSITIVE
7747091,K05418.01,289.72818,43.488239,14.2673439,1.21,FALSE POSITIVE
7757620,K05422.01,293.41537,43.41761,360.64485255,nan,FALSE POSITIVE
8570210,K05545.01,295.59698,44.613892,541.04472,1.08,FALSE POSITIVE
8571421,K05546.01,295.97278,44.645088,514.271499,3.01,FALSE POSITIVE
8574794,K05547.01,296.9707,44.61042,571.14302,2.22,FALSE POSITIVE
8613769,K05550.01,287.08969,44.792,540.39267,3.63,FALSE POSITIVE
9417931,K05671.01,296.97369,45.995209,190.905243,1.73,FALSE POSITIVE
9456887,K05677.01,288.13684,46.03838,20.5142642,1.14,FALSE POSITIVE
10470779,K05796.01,292.03522,47.684391,495.854189,2.41,FALSE POSITIVE
10487228,K05798.01,297.69525,47.605862,318.25858,2.03,FALSE POSITIVE
10519727,K05799.01,284.43692,47.750332,184.883155,2.82,FALSE POSITIVE
10525077,K05800.01,287.37808,47.771191,11.006795,1.34,FALSE POSITIVE
10535708,K05801.01,292.11447,47.729462,177.37583,1.96,FALSE POSITIVE
7762153,K05423.01,294.81995,43.471111,366.55705,2.63,FALSE POSITIVE
7767781,K05425.01,296.47906,43.409382,39.42516213,nan,FALSE POSITIVE
7770901,K05426.01,297.29047,43.467789,124.887214,1.78,CONFIRMED
8644545,K05552.01,298.13864,44.744061,295.958914,2.1,CONFIRMED
8644911,K05553.01,298.23279,44.756432,120.938669,2.32,CONFIRMED
8652997,K05554.01,300.39194,44.78532,362.22202,0.96,FALSE POSITIVE
8656535,K05556.01,301.50656,44.711842,631.99116,1.86,FALSE POSITIVE
9466486,K05680.01,292.50098,46.037479,557.92882,2.97,FALSE POSITIVE
9472328,K05681.01,294.69092,46.06662,77.51257,28199.3,FALSE POSITIVE
9472341,K05682.01,294.69489,46.077,46.969389,7.45,FALSE POSITIVE
9475697,K05684.01,295.87292,46.014462,206.801125,24.34,FALSE POSITIVE
9481235,K05685.01,297.59805,46.04377,14.0019064,17.96,FALSE POSITIVE
10552151,K05805.01,297.8389,47.751709,525.757041,11.07,FALSE POSITIVE
10552263,K05806.01,297.87003,47.771091,313.82752,1.26,FALSE POSITIVE
10554421,K05807.01,298.49625,47.738918,236.09799849,nan,FALSE POSITIVE
10581308,K05810.01,282.68713,47.816978,425.593391,2.25,FALSE POSITIVE
7812990,K05431.01,288.41895,43.534599,43.08410127,nan,FALSE POSITIVE
7829836,K05433.01,294.30466,43.509701,237.819002,2.55,CONFIRMED
7830953,K05434.01,294.6467,43.577499,581.87357,2.96,FALSE POSITIVE
7836096,K05435.01,296.18665,43.581379,15.9961296,1.71,CONFIRMED
7881464,K05437.01,288.14142,43.685799,213.63312404,nan,FALSE POSITIVE
8715589,K05563.01,300.00098,44.828499,7.62210397,3.8,FALSE POSITIVE
8741367,K05566.01,286.29129,44.920082,0.9886684,3.18,FALSE POSITIVE
9532603,K05688.01,294.35034,46.14957,14.5555096,2.03,FALSE POSITIVE
9534832,K05689.01,295.18097,46.179401,114.12716,2.76,FALSE POSITIVE
9536727,K05690.01,295.85934,46.117008,17.0497376,45.89,FALSE POSITIVE
9575728,K05692.01,285.63629,46.247269,2.64181261,0.59,CONFIRMED
10802364,K05829.01,293.91037,48.192081,583.8531,1.97,FALSE POSITIVE
10809888,K05830.01,296.5499,48.186661,72.782432,11.19,FALSE POSITIVE
10813078,K05831.01,297.45166,48.15691,10.552241908,1.75,FALSE POSITIVE
10850327,K05833.01,286.59122,48.220268,440.171272,5.97,FALSE POSITIVE
10855545,K05834.01,289.21732,48.204311,37.537859,1.77,FALSE POSITIVE
10858504,K05835.01,290.57974,48.214218,474.96952,2.44,FALSE POSITIVE
7888863,K05440.01,291.07666,43.61208,74.624063,1.75,FALSE POSITIVE
7917068,K05446.01,299.34103,43.643162,416.9504,7.35,FALSE POSITIVE
8747910,K05570.01,289.62814,44.942421,574.65297,2.28,FALSE POSITIVE
8807988,K05572.01,287.06146,45.03043,21.9578446,0.78,FALSE POSITIVE
8814872,K05574.01,290.30774,45.01141,373.41509,2.55,FALSE POSITIVE
9579606,K05694.01,287.86899,46.26936,107.904526,1.26,FALSE POSITIVE
9596820,K05698.01,295.22586,46.22015,282.029084,2.33,FALSE POSITIVE
10601163,K05812.01,292.32944,47.835629,3.1318392,1.5,FALSE POSITIVE
10618044,K05815.01,298.06827,47.867809,207.767894,3.52,FALSE POSITIVE
