kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_ldm_coeff2,koi_parm_prov,koi_period_err1,koi_period_err2,koi_time0bk_err1,koi_time0bk_err2,koi_impact_err1,koi_impact_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_srho_err1,koi_srho_err2,koi_prad_err1,koi_prad_err2,koi_dor_err1,koi_dor_err2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sparprov,koi_steff_err1,koi_steff_err2,koi_slogg_err1,koi_slogg_err2,koi_smet_err1,koi_smet_err2,koi_srad_err1,koi_srad_err2,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,ra_err,dec_err,koi_kepmag_err,koi_gmag_err,koi_rmag_err,koi_imag_err,koi_zmag_err,koi_jmag_err,koi_hmag_err,koi_kmag_err,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_fwm_stat_sig,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
10797460,K00752.01,CONFIRMED,9.48803557,170.53875,2455003.539,0.146,2.9575,615.8,0.022344,3.20796,LS+MCMC,2.26,0.0853,89.66,793.0,93.59,24.81,0.4603,0.2291,q1_q17_dr25_koi,2.775e-05,-2.775e-05,0.00216,-0.00216,0.318,-0.146,0.0819,-0.0819,19.5,-19.5,0.000832,-0.000528,0.33173,-1.09986,0.26,-0.15,2.6,-2.6,5.135849,28.47082,35.8,2,142.0,5455.0,4.467,0.14,0.927,0.919,q1_q17_dr25_stellar,81.0,-81.0,0.064,-0.096,0.15,-0.15,0.105,-0.061,0.052,-0.046,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,0.0,0.0,,,,,,0.025,0.03,0.054,19.462294,48.14191,0.43,0.94,-0.0002,-0.00055,0.002,-0.01,0.2,0.2,0.08,0.31,0.32
10797460,K00752.02,CONFIRMED,54.4183827,162.51384,2454995.514,0.586,4.507,874.8,0.027954,3.02368,LS+MCMC,2.83,0.2734,89.57,443.0,9.11,77.9,0.4603,0.2291,q1_q17_dr25_koi,0.0002479,-0.0002479,0.00352,-0.00352,0.059,-0.443,0.116,-0.116,35.5,-35.5,0.009078,-0.001347,2.20489,-2.49638,0.32,-0.19,28.4,-28.4,7.027669,20.109507,25.8,2,25.0,5455.0,4.467,0.14,0.927,0.919,q1_q17_dr25_stellar,81.0,-81.0,0.064,-0.096,0.15,-0.15,0.105,-0.061,0.052,-0.046,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,0.0,0.0,,,,,,0.025,0.03,0.054,19.462265,48.14199,-0.63,1.23,0.00066,-0.00105,0.003,0.39,0.0,0.39,0.49,0.12,0.5
10811496,K00753.01,CANDIDATE,19.89913995,175.850252,2455008.85,0.969,1.7822,10829.0,0.154046,7.29555,LS+MCMC,14.6,0.1419,88.96,638.0,39.3,53.5,0.3858,0.2711,q1_q17_dr25_koi,1.494e-05,-1.494e-05,0.000581,-0.000581,5.126,-0.077,0.0341,-0.0341,171.0,-171.0,5.034292,-0.042179,35.03293,-2.75453,3.92,-1.31,25.7,-25.7,37.159767,187.4491,76.3,1,56.0,5853.0,4.544,-0.18,0.868,0.961,q1_q17_dr25_stellar,158.0,-176.0,0.044,-0.176,0.3,-0.3,0.233,-0.078,0.11,-0.121,297.00482,48.134129,15.436,15.943,15.39,15.22,15.166,14.254,13.9,13.826,0.0,0.0,,,,,,0.028,0.033,0.058,19.8003207,48.13412,-0.021,-0.038,0.0007,0.0006,0.278,-0.025,-0.034,0.042,0.002,-0.027,0.027
10848459,K00754.01,FALSE POSITIVE,1.736952453,170.307565,2455003.308,1.276,2.40641,8079.2,0.387394,0.2208,LS+MCMC,33.46,0.0267,67.09,1395.0,891.96,3.278,0.3556,0.2865,q1_q17_dr25_koi,2.63e-07,-2.63e-07,0.000115,-0.000115,0.115,-0.092,0.00537,-0.00537,12.8,-12.8,0.109232,-0.08495,0.00917,-0.01837,8.5,-2.83,0.136,-0.136,39.06655,541.8951,505.6,1,621.0,5805.0,4.564,-0.52,0.791,0.836,q1_q17_dr25_stellar,157.0,-174.0,0.053,-0.168,0.3,-0.3,0.201,-0.067,0.093,-0.077,285.53461,48.28521,15.597,16.1,15.554,15.382,15.266,14.326,13.911,13.809,0.0,0.0,,,,,,0.035,0.042,0.048,19.03563762,48.2852105,-0.111,0.002,0.00302,-0.00142,0.0,-0.249,0.147,0.289,-0.257,0.099,0.276
10854555,K00755.01,CONFIRMED,2.525591777,171.59555,2455004.596,0.701,1.6545,603.3,0.024064,1.98635,LS+MCMC,2.75,0.0374,85.41,1406.0,926.16,8.75,0.3661,0.2844,q1_q17_dr25_koi,3.761e-06,-3.761e-06,0.00113,-0.00113,0.235,-0.478,0.042,-0.042,16.9,-16.9,0.003751,-0.001522,2.71141,-1.74541,0.88,-0.35,4.0,-4.0,4.749945,33.1919,40.9,1,515.0,6031.0,4.438,0.07,1.046,1.095,q1_q17_dr25_stellar,169.0,-211.0,0.07,-0.21,0.25,-0.3,0.334,-0.133,0.151,-0.136,288.75488,48.2262,15.509,16.015,15.468,15.292,15.241,14.366,14.064,13.952,0.0,0.0,,,,,,0.033,0.047,0.047,19.2503258,48.22626,-0.01,0.23,8e-05,-7e-05,0.733,0.03,-0.09,0.1,0.07,0.02,0.07
10872983,K00756.01,CONFIRMED,11.09432054,171.20116,2455004.201,0.538,4.5945,1517.5,0.036779,0.67324,LS+MCMC,3.9,0.0992,88.11,835.0,114.81,16.36,0.3511,0.2889,q1_q17_dr25_koi,2.036e-05,-2.036e-05,0.00141,-0.00141,0.03,-0.428,0.061,-0.061,24.2,-24.2,0.005115,-0.001065,0.33286,-0.38858,1.27,-0.42,8.1,-8.1,9.046456,55.204865,66.5,3,95.0,6046.0,4.486,-0.08,0.972,1.053,q1_q17_dr25_stellar,189.0,-232.0,0.054,-0.229,0.25,-0.3,0.315,-0.105,0.135,-0.15,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,0.0,0.0,,,,,,0.029,0.039,0.072,19.7524061,48.22471,-0.12,0.14,4e-05,,,0.04,-0.07,0.08,-0.02,-0.08,0.08
10872983,K00756.02,CONFIRMED,4.13443512,172.97937,2455005.979,0.762,3.1402,686.0,0.026133,0.37377,LS+MCMC,2.77,0.0514,83.72,1160.0,427.65,6.96,0.3511,0.2889,q1_q17_dr25_koi,1.046e-05,-1.046e-05,0.0019,-0.0019,0.139,-0.532,0.0673,-0.0673,18.7,-18.7,0.001968,-0.002055,0.74768,-0.26357,0.9,-0.3,2.8,-2.8,5.500643,33.546658,40.2,3,240.0,6046.0,4.486,-0.08,0.972,1.053,q1_q17_dr25_stellar,189.0,-232.0,0.054,-0.229,0.25,-0.3,0.315,-0.105,0.135,-0.15,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,0.0,0.0,,,,,,0.029,0.039,0.072,19.752413,48.22458,0.14,-0.32,-0.00016,,,0.25,0.09,0.26,0.18,0.06,0.19
10872983,K00756.03,CONFIRMED,2.56658897,179.55437,2455012.554,0.755,2.429,226.5,0.014983,0.48909,LS+MCMC,1.59,0.0374,82.17,1360.0,807.74,5.54,0.3511,0.2889,q1_q17_dr25_koi,1.781e-05,-1.781e-05,0.00461,-0.00461,0.212,-0.523,0.165,-0.165,16.8,-16.8,0.003935,-0.001417,0.95593,-0.45121,0.52,-0.17,2.7,-2.7,4.3886313,12.325094,15.0,3,355.0,6046.0,4.486,-0.08,0.972,1.053,q1_q17_dr25_stellar,189.0,-232.0,0.054,-0.229,0.25,-0.3,0.315,-0.105,0.135,-0.15,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,0.0,0.0,,,,,,0.029,0.039,0.072,19.752412,48.22476,0.1,0.3,-4e-05,,,-0.33,-0.3,0.45,-0.41,-0.29,0.5
6721123,K00114.01,FALSE POSITIVE,7.36178958,132.25053,2454965.251,1.169,5.022,233.7,0.183387,0.00485,LS+MCMC,39.21,0.082,60.92,1342.0,767.22,2.4,0.3201,0.305,q1_q17_dr25_koi,2.128e-05,-2.128e-05,0.00253,-0.00253,7.133,-0.044,0.136,-0.136,5.8,-5.8,7.128076,-0.043131,0.27864,-0.00053,6.45,-9.67,1.2,-1.2,10.964684,46.15308,47.7,1,185.0,6227.0,3.986,0.0,1.958,1.358,q1_q17_dr25_stellar,111.0,-124.0,0.182,-0.098,0.15,-0.15,0.322,-0.483,0.121,-0.207,298.86435,42.151569,12.66,12.999,12.609,12.515,12.48,11.659,11.415,11.396,0.0,0.0,,,,,,0.026,0.029,0.02,19.9239534,42.158262,-13.45,24.09,0.003032,-0.005549,0.0,-4.506,7.71,8.93,-4.537,7.713,8.948
10910878,K00757.01,CONFIRMED,16.06864674,173.621937,2455006.622,0.052,3.5347,4914.3,0.062161,3.6659,LS+MCMC,5.76,0.1158,89.92,600.0,30.75,36.85,0.582,0.1451,q1_q17_dr25_koi,1.088e-05,-1.088e-05,0.000517,-0.000517,0.262,-0.052,0.0241,-0.0241,33.3,-33.3,0.000913,-0.000428,0.11507,-0.51226,0.22,-0.49,1.2,-1.2,20.457163,137.44981,161.9,3,69.0,5031.0,4.485,0.16,0.848,0.801,q1_q17_dr25_stellar,75.0,-83.0,0.083,-0.028,0.15,-0.15,0.033,-0.072,0.052,-0.03,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.0,0.0,,,,,,0.036,0.044,0.054,19.1332989,48.375778,0.033,-0.044,0.00026,0.00049,0.063,0.041,-0.015,0.044,0.005,0.03,0.031
11446443,K00001.01,CONFIRMED,2.470613377,122.763305,2454955.763,0.818,1.74319,14230.9,0.123871,1.83538,LS+MCMC,13.04,0.0354,84.41,1339.0,761.46,8.3977,0.3928,0.2676,q1_q17_dr25_koi,2.7e-08,-2.7e-08,8.7e-06,-8.7e-06,0.001,-0.001,0.00107,-0.00107,4.2,-4.2,5.1e-05,-7.1e-05,0.00587,-0.00846,0.51,-0.51,0.0269,-0.0269,544.1701,6468.04,4304.3,1,432.0,5820.0,4.457,-0.06,0.964,0.971,q1_q17_dr25_stellar,78.0,-78.0,0.024,-0.024,0.15,-0.15,0.038,-0.038,0.062,-0.056,286.80847,49.316399,11.338,11.736,11.275,11.168,11.126,10.232,9.92,9.846,0.0,0.0,,,,,,0.02,0.026,0.022,19.12056404,49.31642961,-0.0232,0.1066,-0.00012,0.00078,0.0,-0.009,-0.3,0.3,0.015,-0.27,0.27
10666592,K00002.01,CONFIRMED,2.204735417,121.3585417,2454954.359,0.224,3.88864,6674.7,0.075522,0.37936,LS+MCMC,16.1,0.0376,87.21,2048.0,4148.92,4.602,0.2958,0.3168,q1_q17_dr25_koi,4.3e-08,-4.3e-08,1.6e-05,-1.6e-05,0.159,-0.216,0.00203,-0.00203,1.7,-1.7,0.000298,-0.00035,0.02846,-0.02633,0.81,-0.91,0.345,-0.345,232.27,3862.1846,5945.9,1,611.0,6440.0,4.019,0.14,1.952,1.449,q1_q17_dr25_stellar,76.0,-89.0,0.033,-0.027,0.15,-0.15,0.099,-0.11,0.07,-0.091,292.24728,47.969521,10.463,10.935,10.49,,,9.555,9.344,9.334,0.0,0.0,,,,,,0.03,0.029,0.018,19.483163025,47.96930831,0.3986,-0.7585,-0.001754,,,2.22,-3.29,3.97,2.02,-3.67,4.19
6922244,K00010.01,CONFIRMED,3.522498429,121.1194228,2454954.119,0.631,3.19843,9145.7,0.092086,0.65374,LS+MCMC,14.59,0.0473,85.2,1521.0,1264.67,7.541,0.3201,0.305,q1_q17_dr25_koi,1.98e-07,-1.98e-07,4.71e-05,-4.71e-05,0.007,-0.007,0.00653,-0.00653,6.6,-6.6,0.000141,-0.000177,0.01481,-0.01458,1.11,-1.11,0.171,-0.171,130.83832,1725.5824,1741.5,1,384.0,6225.0,4.169,-0.04,1.451,1.132,q1_q17_dr25_stellar,112.0,-137.0,0.055,-0.045,0.15,-0.15,0.11,-0.11,0.108,-0.078,281.28812,42.45108,13.563,13.886,13.511,13.424,13.413,12.576,12.324,12.293,0.0,0.0,,,,,,0.023,0.018,0.015,18.75252746,42.4510634,-0.5515,-0.0597,1e-05,0.00036,0.0,0.014,-0.013,0.02,-0.028,0.176,0.178
10984090,K00112.02,CONFIRMED,3.709214104,133.98318,2454966.983,0.051,2.6302,131.1,0.010424,1.77451,LS+MCMC,1.16,0.0465,89.73,1206.0,500.46,10.888,0.4035,0.2622,q1_q17_dr25_koi,6.536e-06,-6.536e-06,0.00143,-0.00143,0.395,-0.051,0.0427,-0.0427,3.0,-3.0,0.000318,-0.000147,0.06493,-0.57483,0.17,-0.12,0.398,-0.398,4.8657312,41.28873,50.6,2,352.0,5833.0,4.407,-0.04,1.022,0.974,q1_q17_dr25_stellar,105.0,-117.0,0.085,-0.114,0.15,-0.15,0.143,-0.107,0.066,-0.066,295.64871,48.49556,12.772,13.169,12.74,12.602,12.564,11.698,11.402,11.367,0.0,0.0,,,,,,0.021,0.017,0.018,19.709924,48.495685,0.36,0.45,-4.6e-05,-5e-05,0.009,0.24,-0.15,0.29,0.16,-0.13,0.21
10419211,K00742.01,FALSE POSITIVE,11.521446064,170.839688,2455003.84,2.483,3.6399,17984.3,1.625358,1.27376,LS+MCMC,150.51,0.0978,83.13,753.0,75.88,20.75,0.3858,0.2711,q1_q17_dr25_koi,1.98e-06,-1.98e-06,0.000131,-0.000131,2.851,-0.673,0.0114,-0.0114,31.9,-31.9,2.847129,-0.663339,2.30242,-0.41065,39.76,-13.31,9.4,-9.4,92.901566,628.3708,622.1,1,96.0,5795.0,4.554,-0.2,0.848,0.938,q1_q17_dr25_stellar,155.0,-172.0,0.033,-0.176,0.25,-0.3,0.224,-0.075,0.098,-0.109,297.07993,47.597401,15.472,15.994,15.419,15.249,15.153,14.248,13.831,13.827,0.0,0.0,,,,,,0.028,0.03,0.048,19.80533055,47.5973894,0.068,-0.038,0.0,0.0001,0.895,0.009,-0.009,0.013,0.147,0.037,0.151
10464078,K00743.01,FALSE POSITIVE,19.40393776,172.484253,2455005.484,0.804,12.2155,8918.7,0.096729,0.03785,LS+MCMC,7.18,0.123,84.93,523.0,17.69,9.099,0.5172,0.1908,q1_q17_dr25_koi,2.068e-05,-2.068e-05,0.000842,-0.000842,0.007,-0.005,0.0598,-0.0598,53.3,-53.3,0.000533,-0.000532,0.00107,-0.00172,0.76,-0.68,0.257,-0.257,49.468765,320.90817,214.7,1,71.0,5043.0,4.591,-0.54,0.68,0.657,q1_q17_dr25_stellar,151.0,-151.0,0.072,-0.048,0.35,-0.3,0.072,-0.065,0.085,-0.036,289.25821,47.635319,15.487,16.229,15.44,15.169,14.985,13.95,13.429,13.287,0.0,0.0,,,,,,0.025,0.023,0.029,19.28388234,47.6353187,0.038,-0.005,-0.00038,-0.0002,0.048,-0.001,0.009,0.009,-0.147,-0.038,0.152
10480982,K00744.01,FALSE POSITIVE,19.221388942,184.5521637,2455017.552,1.065,4.79843,74284.0,0.476633,1.57359,LS+MCMC,49.29,0.1417,88.05,698.0,55.97,31.323,0.3447,0.2916,q1_q17_dr25_koi,1.123e-06,-1.123e-06,4.5e-05,-4.5e-05,0.031,-0.034,0.00235,-0.00235,21.9,-21.9,0.024501,-0.027744,0.00657,-0.02917,16.03,-5.0,0.131,-0.131,387.658,2174.4263,2317.0,2,55.0,6117.0,4.496,-0.22,0.947,1.025,q1_q17_dr25_stellar,182.0,-200.0,0.052,-0.208,0.25,-0.35,0.308,-0.096,0.139,-0.139,295.81454,47.69035,15.341,15.798,15.293,15.145,15.053,14.2,13.863,13.727,0.0,0.0,,,,,,0.024,0.033,0.043,19.7209653,47.6902759,-0.1235,-0.2667,-0.0005,-0.002,0.0,0.003,0.005,0.006,-0.018,-0.203,0.203
10485250,K00745.01,FALSE POSITIVE,16.46983774,180.881761,2455013.882,0.292,9.4378,10478.9,0.092509,0.19353,LS+MCMC,7.94,0.1147,88.81,595.0,29.61,14.05,0.49,0.2075,q1_q17_dr25_koi,1.361e-05,-1.361e-05,0.000623,-0.000623,0.118,-0.101,0.06,-0.06,39.9,-39.9,0.000598,-0.001109,0.02009,-0.01907,0.89,-0.89,1.5,-1.5,43.1625,258.8247,303.4,1,66.0,5152.0,4.517,-0.2,0.786,0.741,q1_q17_dr25_stellar,168.0,-153.0,0.088,-0.072,0.3,-0.3,0.088,-0.088,0.106,-0.057,297.15442,47.668701,15.788,16.529,15.724,15.47,15.29,14.176,13.688,13.555,0.0,0.0,,,,,,0.026,0.028,0.037,19.81029277,47.6686305,-0.092,-0.25,0.0007,0.0008,0.0,-0.04,-0.004,0.04,0.017,0.001,0.017
10526549,K00746.01,CONFIRMED,9.27358173,173.258155,2455006.258,0.387,3.2875,1288.3,0.032563,1.93557,LS+MCMC,2.47,0.0759,88.93,649.0,41.85,20.65,0.6019,0.1263,q1_q17_dr25_koi,1.037e-05,-1.037e-05,0.000877,-0.000877,0.004,-0.386,0.0309,-0.0309,16.8,-16.8,0.003061,-0.00063,0.52971,-0.14046,0.2,-0.24,5.6,-5.6,9.616924,71.48005,87.2,1,144.0,4856.0,4.583,-0.3,0.696,0.676,q1_q17_dr25_stellar,131.0,-146.0,0.065,-0.035,0.3,-0.3,0.056,-0.068,0.088,-0.047,288.13824,47.724449,15.302,16.111,15.24,14.955,14.765,13.672,13.12,13.033,0.0,0.0,,,,,,0.027,0.027,0.023,19.2092154,47.724506,-0.05,0.2,0.00034,0.00019,0.037,-0.059,-0.008,0.059,0.042,0.344,0.346
10583066,K00747.01,CONFIRMED,6.02930329,171.602959,2455004.603,0.258,1.5821,1912.7,0.038838,13.09803,LS+MCMC,2.85,0.0585,89.5,678.0,50.04,29.31,0.6908,0.0628,q1_q17_dr25_koi,5.509e-06,-5.509e-06,0.000713,-0.000713,0.196,-0.258,0.0311,-0.0311,34.4,-34.4,0.001021,-0.001203,1.84066,-3.66782,0.26,-0.15,4.1,-4.1,6.876831,52.36939,65.4,1,215.0,4537.0,4.648,0.21,0.672,0.761,q1_q17_dr25_stellar,123.0,-123.0,0.02,-0.056,0.2,-0.3,0.062,-0.036,0.033,-0.067,283.71088,47.86327,15.784,16.838,15.758,15.332,15.1,14.001,13.37,13.231,0.0,0.0,,,,,,0.027,0.026,0.042,18.9140505,47.863205,-0.32,-0.24,-0.00017,-0.0001,0.77,0.11,0.01,0.11,-0.19,-0.24,0.3
10583180,K00748.01,FALSE POSITIVE,2.696370652,170.73769,2455003.738,0.044,3.6129,397.9,0.017673,0.51471,LS+MCMC,1.58,0.0349,89.56,1066.0,305.34,5.827,0.5746,0.1496,q1_q17_dr25_koi,7.534e-06,-7.534e-06,0.00234,-0.00234,0.36,-0.044,0.0686,-0.0686,9.5,-9.5,0.000551,-0.000311,0.01428,-0.14593,0.13,-0.16,0.162,-0.162,5.508401,34.570904,48.2,1,501.0,4989.0,4.504,0.1,0.819,0.781,q1_q17_dr25_stellar,149.0,-149.0,0.09,-0.06,0.25,-0.3,0.067,-0.082,0.078,-0.056,283.76547,47.804298,15.269,16.07,15.204,14.926,14.789,13.732,13.212,13.14,0.0,0.0,,,,,,0.028,0.021,0.034,18.917658,47.80415,-1.47,-0.53,0.00047,0.00019,0.0,1.08,2.19,2.44,0.89,2.32,2.49
10601284,K00749.01,CONFIRMED,5.349553819,171.80694,2455004.807,0.092,3.0278,831.0,0.025706,1.73782,LS+MCMC,2.55,0.0563,89.62,919.0,168.99,13.8015,0.5256,0.186,q1_q17_dr25_koi,8.834e-06,-8.834e-06,0.00127,-0.00127,0.369,-0.092,0.0471,-0.0471,14.8,-14.8,0.000845,-0.000453,0.00625,-0.73875,0.16,-0.24,0.0496,-0.0496,6.0370364,48.504196,60.6,3,247.0,5185.0,4.44,0.16,0.91,0.831,q1_q17_dr25_stellar,85.0,-77.0,0.098,-0.045,0.15,-0.15,0.057,-0.086,0.058,-0.032,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.0,0.0,,,,,,0.029,0.035,0.052,19.4917224,47.880883,-0.71,-0.38,0.00055,0.0003,0.002,0.04,-0.02,0.04,-0.02,-0.03,0.04
10601284,K00749.02,CONFIRMED,3.94105221,136.08662,2454969.087,0.226,2.5984,363.3,0.017105,1.85636,LS+MCMC,1.7,0.046,88.88,1018.0,253.15,11.51,0.5256,0.186,q1_q17_dr25_koi,1.094e-05,-1.094e-05,0.00233,-0.00233,0.243,-0.226,0.0737,-0.0737,13.9,-13.9,0.000703,-0.000557,0.37935,-0.52982,0.11,-0.16,2.4,-2.4,4.5118856,22.749151,28.9,3,322.0,5185.0,4.44,0.16,0.91,0.831,q1_q17_dr25_stellar,85.0,-77.0,0.098,-0.045,0.15,-0.15,0.057,-0.086,0.058,-0.032,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.0,0.0,,,,,,0.029,0.035,0.052,19.491748,47.8811,0.2,0.38,-8e-05,-0.00013,0.464,-0.23,0.35,0.42,-0.24,0.34,0.42
10601284,K00749.03,CONFIRMED,8.10904807,132.8031,2454965.803,0.025,3.596,217.4,0.013127,1.5302,LS+MCMC,1.3,0.0743,89.92,800.0,97.03,17.46,0.5256,0.186,q1_q17_dr25_koi,6.787e-05,-6.787e-05,0.00716,-0.00716,0.425,-0.025,0.198,-0.198,16.8,-16.8,0.00087,-0.000503,0.23293,-0.63643,0.09,-0.12,2.7,-2.7,4.434382,9.776852,14.1,3,141.0,5185.0,4.44,0.16,0.91,0.831,q1_q17_dr25_stellar,85.0,-77.0,0.098,-0.045,0.15,-0.15,0.057,-0.086,0.058,-0.032,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.0,0.0,,,,,,0.029,0.035,0.052,19.491847,47.88095,3.8,-0.1,-0.00072,2e-05,0.013,-0.11,-0.14,0.18,-0.15,-0.15,0.22
2306756,K00113.01,FALSE POSITIVE,386.6030528,166.342079,2454999.342,0.9765,6.8057,24926.6,0.240528,4.63335,MCMC,41.5,1.0719,89.95,297.0,1.84,332.0,0.4707,0.2251,q1_q16_koi,0.0001369,-0.0001369,0.000299,-0.000299,0.0497,-0.0268,0.0184,-0.0184,45.8,-45.8,0.03529,-0.019779,0.31031,-0.12558,1.68,-1.68,22.2,-22.2,,,994.0,1,,5543.0,4.081,0.44,1.58,1.103,stellar_q1_q16,79.0,-79.0,0.014,-0.014,0.101,-0.101,0.064,-0.064,0.097,-0.097,292.27374,37.671558,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.72,0.0,0.0,,,,,,0.022,0.023,0.019,19.48491512,37.6715786,-0.008,0.067,-0.0007,0.0006,0.002,0.001,0.037,0.037,0.001,0.163,0.163
10662202,K00750.01,CONFIRMED,21.67699193,171.53594,2455004.536,0.896,3.4555,857.2,0.032666,0.60007,LS+MCMC,2.95,0.1408,87.91,530.0,18.64,24.6,0.582,0.1451,q1_q17_dr25_koi,7.01e-05,-7.01e-05,0.00258,-0.00258,0.01,-0.663,0.0656,-0.0656,27.1,-27.1,2.1e-05,-0.005743,4.80948,-0.06216,0.12,-0.23,11.6,-11.6,5.911944,24.54073,34.3,4,62.0,4954.0,4.5,0.18,0.828,0.791,q1_q17_dr25_stellar,79.0,-79.0,0.075,-0.02,0.15,-0.15,0.032,-0.065,0.05,-0.029,290.46512,47.92918,15.377,16.172,15.343,15.036,14.826,13.81,13.298,13.201,0.0,0.0,,,,,,0.027,0.042,0.034,19.364357,47.92911,0.54,-0.26,-0.00064,0.0,0.103,-0.1,-0.04,0.11,-0.28,-0.23,0.36
10682541,K00751.01,CONFIRMED,4.99677968,171.74208,2455004.742,0.71,2.1717,934.7,0.030014,1.71827,LS+MCMC,2.78,0.0559,86.9,917.0,166.95,13.14,0.5256,0.186,q1_q17_dr25_koi,1.389e-05,-1.389e-05,0.00219,-0.00219,0.006,-0.533,0.0762,-0.0762,39.7,-39.7,0.004603,-0.002436,2.68075,-1.40683,0.52,-0.23,5.1,-5.1,4.132564,24.283327,28.2,1,208.0,5339.0,4.552,0.18,0.847,0.931,q1_q17_dr25_stellar,175.0,-159.0,0.034,-0.136,0.2,-0.3,0.161,-0.069,0.063,-0.094,297.80826,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.0,0.0,,,,,,0.031,0.035,0.051,19.853891,47.94662,0.26,-0.17,2e-05,1e-05,0.998,-0.14,0.17,0.22,-0.06,0.1,0.11
11460018,K00769.01,CONFIRMED,4.280963604,171.89659,2455004.897,0.424,2.875,750.8,0.025377,1.24482,LS+MCMC,2.3,0.0503,87.72,1012.0,247.87,10.64,0.3928,0.2676,q1_q17_dr25_koi,6.141e-06,-6.141e-06,0.00115,-0.00115,0.112,-0.356,0.042,-0.042,14.1,-14.1,0.000141,-0.000935,0.4541,-0.15577,0.58,-0.19,3.9,-3.9,6.7006826,52.913242,61.8,1,311.0,5644.0,4.564,-0.14,0.831,0.928,q1_q17_dr25_stellar,152.0,-169.0,0.032,-0.168,0.3,-0.3,0.207,-0.069,0.094,-0.115,294.26581,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0.0,0.0,,,,,,0.025,0.028,0.054,19.6177106,49.314102,-0.33,0.04,0.00073,6e-05,0.0,0.003,-0.065,0.066,-0.015,0.158,0.158
11463211,K00770.01,FALSE POSITIVE,1.50635409,170.998064,2455003.998,0.86,1.5155,2211.7,0.049899,0.84722,LS+MCMC,4.53,0.025,79.38,1452.0,1054.12,4.67,0.3858,0.2711,q1_q17_dr25_koi,4.7e-07,-4.7e-07,0.000246,-0.000246,0.042,-0.125,0.0483,-0.0483,18.3,-18.3,0.002001,-0.004217,0.97599,-0.30543,1.01,-0.44,1.8,-1.8,9.787732,130.6654,181.1,1,882.0,5714.0,4.563,-0.2,0.831,0.926,q1_q17_dr25_stellar,155.0,-172.0,0.04,-0.16,0.3,-0.3,0.186,-0.08,0.09,-0.11,295.66522,49.351009,15.525,16.051,15.474,15.299,15.23,14.266,13.905,13.821,0.0,0.0,,,,,,0.028,0.036,0.053,19.7110359,49.351189,0.769,0.643,-0.00174,-0.0015,0.0,0.998,0.821,1.292,0.877,0.734,1.144
11465813,K00771.01,FALSE POSITIVE,670.645531,209.04355,2455042.044,0.701,53.412,18090.6,0.131705,0.02605,LS+MCMC,14.14,1.5155,89.53,196.0,0.35,85.24,0.4955,0.2111,q1_q17_dr25_koi,0.001237,-0.001237,0.00157,-0.00157,0.004,-0.005,0.131,-0.131,33.5,-33.5,0.000242,-0.000326,0.00045,-0.00046,2.13,-0.71,1.5,-1.5,70.64302,96.96236,642.7,1,3.0,5520.0,4.466,0.48,0.983,1.03,q1_q17_dr25_stellar,100.0,-111.0,0.032,-0.12,0.05,-0.15,0.148,-0.049,0.042,-0.058,296.69861,49.316479,15.207,15.533,14.917,15.068,14.96,13.678,13.317,13.254,0.0,0.0,,,,,,0.032,0.047,0.043,19.7798916,49.316601,-0.551,0.435,0.0175,-0.0049,0.0,-1.286,0.227,1.306,-1.047,0.31,1.092
