kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_ldm_coeff2,koi_parm_prov,koi_period_err1,koi_period_err2,koi_time0bk_err1,koi_time0bk_err2,koi_impact_err1,koi_impact_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_srho_err1,koi_srho_err2,koi_prad_err1,koi_prad_err2,koi_dor_err1,koi_dor_err2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sparprov,koi_steff_err1,koi_steff_err2,koi_slogg_err1,koi_slogg_err2,koi_smet_err1,koi_smet_err2,koi_srad_err1,koi_srad_err2,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,ra_err,dec_err,koi_kepmag_err,koi_gmag_err,koi_rmag_err,koi_imag_err,koi_zmag_err,koi_jmag_err,koi_hmag_err,koi_kmag_err,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_fwm_stat_sig,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
11200405,K03724.01,FALSE POSITIVE,4.639602084,135.09909,2454968.099,0.634,3.4636,25079.0,0.153067,0.8502,LS+MCMC,19.96,0.052,86.32,1285.0,643.95,9.89,0.3268,0.2946,q1_q17_dr25_koi,7.06e-06,-7.06e-06,0.0017,-0.0017,0.032,-0.055,0.0579,-0.0579,216.0,-216.0,0.001015,-0.00246,0.12695,-0.10521,5.56,-5.57,1.5,-1.5,51.303,375.24503,131.0,1,136.0,6078.0,4.223,-0.56,1.194,0.868,q1_q17_dr25_stellar,200.0,-200.0,0.27,-0.18,0.3,-0.3,0.333,-0.333,0.119,-0.079,296.35413,48.863621,16.803,17.34,16.819,16.573,16.424,15.384,14.894,14.936,0.0,0.0,,,,,,0.083,0.076,0.141,19.757046347,48.86315701,3.7068,-1.6668,0.0045,-0.0006,0.0,,,,0.19,-0.187,0.27
5475736,K03798.01,FALSE POSITIVE,2.991885335,134.17581,2454967.176,0.95,7.4319,1356.9,0.042959,0.0095,LS+MCMC,3.94,0.0369,54.87,1209.0,505.77,1.6504,0.3556,0.2865,q1_q17_dr25_koi,4.23e-06,-4.23e-06,0.00122,-0.00122,0.002,-0.002,0.0769,-0.0769,12.4,-12.4,0.000329,-0.000359,0.00031,-0.00033,0.85,-0.58,0.0539,-0.0539,43.630314,175.87105,160.2,1,445.0,5750.0,4.464,-0.68,0.839,0.747,q1_q17_dr25_stellar,172.0,-155.0,0.14,-0.154,0.3,-0.3,0.183,-0.122,0.099,-0.043,298.57819,40.67548,14.011,14.516,13.984,13.794,13.681,12.798,12.424,12.358,0.0,0.0,,,,,,0.021,0.023,0.022,19.90204,40.686451,-129.91,39.5,,-0.01524,,-8.1,2.902,8.604,-8.305,2.942,8.81
9049673,K03799.01,FALSE POSITIVE,1.327471395,131.583734,2454964.584,0.897,5.2334,5673.8,0.083455,0.0379,LS+MCMC,7.08,0.0213,53.88,1395.0,892.4,1.5227,0.4767,0.2175,q1_q17_dr25_koi,1.014e-06,-1.014e-06,0.000651,-0.000651,0.004,-0.005,0.0469,-0.0469,42.8,-42.8,0.000637,-0.000778,0.00089,-0.00115,0.94,-0.86,0.0358,-0.0358,76.56943,451.7497,218.7,1,861.0,5232.0,4.519,-0.32,0.777,0.727,q1_q17_dr25_stellar,203.0,-166.0,0.09,-0.081,0.35,-0.3,0.103,-0.094,0.109,-0.047,299.81671,45.332821,15.818,16.554,15.79,15.503,15.278,14.345,13.779,13.627,0.0,0.0,,,,,,0.029,0.037,0.035,,,117.21,-114.11,-0.2306,0.2255,0.0,,,,,,
7031898,K07807.01,FALSE POSITIVE,0.566792595,131.817,2454964.817,0.068,2.637,19.9,0.004114,0.31686,LS+MCMC,0.5,0.0132,87.78,2548.0,10020.28,1.752,0.3026,0.3029,q1_q17_dr25_koi,9.9e-06,-9.9e-06,0.0146,-0.0146,0.418,-0.068,0.513,-0.513,2.7,-2.7,0.000297,-0.000354,0.89606,-0.17518,0.1,-0.08,0.826,-0.826,3.940297,8.568271,9.4,1,2368.0,6277.0,4.322,-0.44,1.121,0.961,q1_q17_dr25_stellar,170.0,-189.0,0.135,-0.135,0.3,-0.3,0.223,-0.183,0.135,-0.098,291.24664,42.562382,12.982,13.312,12.941,12.841,12.829,12.022,11.768,11.718,0.0,0.0,,,,,,0.022,0.019,0.016,19.416449,42.5617,0.24,-2.46,-6e-06,3.4e-05,0.0,-0.09,-1.66,1.66,-0.14,-1.74,1.74
9593759,K03800.01,FALSE POSITIVE,1.247156944,132.36584,2454965.366,25.224,2.6779,134761.0,24.662711,342.90933,LS+MCMC,26042.9,0.0252,34.03,4120.0,68223.38,30.4,0.594,0.1392,q1_q17_dr25_koi,2.408e-06,-2.408e-06,0.00184,-0.00184,10.33,-0.013,0.0369,-0.0369,1743.0,-1743.0,10.3713,-0.067694,487.45197,-22.66985,9456.0,-11560.0,14.4,-14.4,200.2326,1831.0682,92.4,1,200.0,4770.0,2.605,-0.24,9.67,1.373,q1_q17_dr25_stellar,143.0,-129.0,0.442,-0.238,0.25,-0.25,3.511,-4.292,0.261,-0.358,294.10733,46.209469,17.474,18.499,17.5,17.035,16.779,15.566,15.06,15.031,0.0,0.0,,,,,,0.054,0.083,0.142,19.60714463,46.2095039,-0.4249,0.1219,-0.21,0.38,0.0,0.42,-0.81,0.92,-0.118,-0.307,0.329
8827930,K03801.01,CANDIDATE,288.3128666,374.79958,2455207.8,0.525,5.419,11181.0,0.099153,13.76635,LS+MCMC,13.21,0.846,89.92,300.0,1.93,393.0,0.4096,0.2602,q1_q17_dr25_koi,0.0005073,-0.0005073,0.00125,-0.00125,0.062,-0.358,0.109,-0.109,131.0,-131.0,0.005108,-0.002946,7.48195,-0.62222,2.07,-2.3,107.0,-107.0,50.98147,95.7085,96.8,1,5.0,5672.0,4.252,0.1,1.22,0.969,q1_q17_dr25_stellar,76.0,-76.0,0.162,-0.108,0.15,-0.15,0.191,-0.212,0.074,-0.061,295.20694,45.09819,15.999,16.577,15.928,15.752,15.665,14.725,14.314,14.188,0.0,0.0,,,,,,0.031,0.039,0.064,19.6804587,45.098101,-0.13,-0.32,-0.0008,0.0011,0.496,0.036,-0.043,0.056,-0.003,-0.13,0.13
5020044,K03802.01,FALSE POSITIVE,2.119100054,132.59118,2454965.591,1.247,8.2163,1651.1,0.291718,0.01222,LS+MCMC,34.34,0.0337,29.0,1571.0,1435.29,1.426,0.319,0.302,q1_q17_dr25_koi,2.796e-06,-2.796e-06,0.00113,-0.00113,0.198,-0.088,0.0829,-0.0829,11.3,-11.3,0.192571,-0.085622,0.00494,-0.00228,10.67,-4.27,0.577,-0.577,41.63051,300.82666,195.7,1,507.0,6292.0,4.426,-0.08,1.078,1.129,q1_q17_dr25_stellar,171.0,-202.0,0.052,-0.208,0.25,-0.3,0.335,-0.134,0.159,-0.145,294.30585,40.193779,13.835,14.205,13.784,13.676,13.656,12.819,12.568,12.561,0.0,0.0,,,,,,0.021,0.022,0.026,19.6195776,40.185254,-33.511,-30.69,,,,-5.482,-4.458,7.066,-5.606,-4.523,7.203
11560037,K03874.01,FALSE POSITIVE,1.466535757,131.992658,2454964.993,0.824,0.8222,1346.4,0.038383,5.71501,LS+MCMC,4.28,0.0246,84.54,1671.0,1849.31,8.66,0.3447,0.2916,q1_q17_dr25_koi,7.16e-07,-7.16e-07,0.000394,-0.000394,0.047,-0.575,0.0348,-0.0348,29.4,-29.4,0.00366,-0.003608,20.40788,-3.67937,1.24,-0.77,3.9,-3.9,5.890401,37.948864,86.1,1,1825.0,5888.0,4.387,-0.22,1.02,0.924,q1_q17_dr25_stellar,159.0,-177.0,0.128,-0.192,0.3,-0.3,0.296,-0.182,0.131,-0.098,292.35748,49.514511,15.446,15.969,15.4,15.221,15.122,14.158,13.787,13.727,0.0,0.0,,,,,,0.026,0.036,0.053,19.4905078,49.514491,0.34,-0.07,-0.00027,-4e-05,0.052,0.04,0.19,0.19,0.05,0.13,0.14
11911561,K03875.01,FALSE POSITIVE,8.870415578,137.481093,2454970.481,1.206,1.2864,873.1,0.238656,0.80126,LS+MCMC,39.46,0.0807,85.37,1151.0,414.26,14.94,0.3268,0.2946,q1_q17_dr25_koi,9.022e-06,-9.022e-06,0.000869,-0.000869,70.61,-0.033,0.0514,-0.0514,25.8,-25.8,70.63088,-0.031689,510.987,-0.2355,11.1,-16.68,7.5,-7.5,10.052048,39.57395,43.8,1,72.0,6022.0,4.027,-0.62,1.514,0.888,q1_q17_dr25_stellar,200.0,-181.0,0.434,-0.186,0.3,-0.25,0.426,-0.64,0.119,-0.089,290.14914,50.239178,13.579,14.18,13.529,13.321,,12.309,12.015,11.954,0.0,0.0,,,,,,0.027,0.033,0.024,19.3432668,50.238916,-0.33,-0.94,7e-05,,,-0.04,0.13,0.14,-0.17,-0.03,0.17
6547322,K07786.01,FALSE POSITIVE,1.49131759,132.1676,2454965.168,0.467,4.721,25.8,0.004751,0.09793,LS+MCMC,1.26,0.0279,78.06,2475.0,8873.77,2.258,0.3469,0.291,q1_q17_dr25_koi,2.416e-05,-2.416e-05,0.0149,-0.0149,0.522,-0.255,0.435,-0.435,3.0,-3.0,0.000236,-0.000409,0.05518,-0.0346,0.28,-0.7,0.636,-0.636,3.3262906,7.7066283,10.3,1,903.0,6014.0,3.782,-0.12,2.429,1.303,q1_q17_dr25_stellar,192.0,-213.0,0.578,-0.136,0.3,-0.3,0.537,-1.344,0.185,-0.343,298.30786,41.965389,13.953,14.526,13.928,13.708,13.601,12.666,12.335,12.263,0.0,0.0,,,,,,0.02,0.022,0.02,19.886868,41.96281,-13.0,-9.3,0.000275,0.000198,0.0,-3.5,-1.1,3.6,-3.5,-1.14,3.7
3440118,K03876.01,CONFIRMED,19.57783279,131.71421,2454964.714,0.694,1.9857,432.6,0.020303,8.84332,LS+MCMC,1.96,0.1409,89.3,621.0,35.14,56.4,0.4603,0.2291,q1_q17_dr25_koi,3.696e-05,-3.696e-05,0.00153,-0.00153,0.007,-0.509,0.048,-0.048,13.5,-13.5,0.002966,-0.001419,12.60406,-7.54168,0.27,-0.09,26.8,-26.8,6.975619,31.900154,37.2,1,72.0,5620.0,4.533,0.06,0.884,0.971,q1_q17_dr25_stellar,100.0,-111.0,0.023,-0.113,0.15,-0.15,0.123,-0.039,0.047,-0.08,290.44067,38.52356,12.624,13.089,12.578,12.425,12.37,11.456,11.152,11.107,0.0,0.0,,,,,,0.02,0.016,0.019,19.3627042,38.523474,-0.3,-0.31,8.3e-05,0.0001,0.096,0.23,-0.38,0.45,0.17,-0.29,0.33
9159265,K03877.01,FALSE POSITIVE,3.04476607,132.43708,2454965.437,1.159,9.568,272.6,0.175754,0.00411,LS+MCMC,15.7,0.0398,23.46,1126.0,379.01,1.263,0.3858,0.2711,q1_q17_dr25_koi,1.383e-05,-1.383e-05,0.00388,-0.00388,0.653,-0.067,0.188,-0.188,4.9,-4.9,0.609039,-0.109243,0.00864,-0.00084,3.97,-1.32,0.531,-0.531,5.264446,34.67213,67.0,1,448.0,5627.0,4.568,-0.18,0.818,0.91,q1_q17_dr25_stellar,152.0,-152.0,0.04,-0.16,0.3,-0.3,0.207,-0.069,0.083,-0.104,293.68225,45.511398,14.506,15.033,14.438,14.28,14.167,13.241,12.855,12.755,0.0,0.0,,,,,,0.021,0.021,0.024,19.5788852,45.512534,2.59,4.08,-0.000522,-0.000863,0.0,0.33,3.15,3.16,0.42,3.12,3.15
4472818,K03878.01,CONFIRMED,70.9672087,182.66991,2455015.67,0.545,6.9623,784.7,0.026365,1.16776,LS+MCMC,2.84,0.3392,89.54,438.0,8.66,67.7,0.4096,0.2602,q1_q17_dr25_koi,0.0001847,-0.0001847,0.00202,-0.00202,0.035,-0.419,0.0704,-0.0704,12.3,-12.3,0.002218,-0.000871,0.62685,-0.66208,0.42,-0.15,18.2,-18.2,11.8449955,31.67353,69.3,2,16.0,5818.0,4.464,0.1,0.986,1.032,q1_q17_dr25_stellar,78.0,-78.0,0.04,-0.12,0.15,-0.15,0.148,-0.053,0.057,-0.063,293.88541,39.51981,12.72,13.157,12.668,12.532,12.459,11.622,11.324,11.263,0.0,0.0,,,,,,0.02,0.02,0.018,19.5923588,39.519736,-0.05,-0.27,0.00026,0.00011,0.019,-0.37,0.21,0.42,-0.39,0.39,0.55
5816806,K03645.01,FALSE POSITIVE,4.45543346,134.453921,2454967.454,0.469,5.116,245681.0,0.473378,0.77635,LS+MCMC,51.69,0.0531,87.12,1106.0,354.27,9.3396,0.4035,0.2622,q1_q17_dr25_koi,1.896e-06,-1.896e-06,0.000447,-0.000447,0.006,-0.007,0.013,-0.013,698.0,-698.0,0.001304,-0.001392,0.0073,-0.00745,0.0,0.0,0.0878,-0.0878,204.35225,1942.4447,508.6,1,353.0,5780.0,4.438,0.0,1.0,1.0,Solar,,,,,0.0,0.0,,,,,298.33798,41.075291,17.046,16.981,16.975,17.076,,16.288,15.955,15.67,0.0,0.0,,,,,,0.084,0.142,,19.889185579,41.0749043,-0.53411,-1.3957,,-0.02,,-2.607,6.48,6.984,-0.212,0.023,0.213
6531496,K03646.01,FALSE POSITIVE,14.323889947,135.225964,2454968.226,1.073,4.83729,69071.6,0.469972,1.08687,LS+MCMC,45.93,0.115,87.3,720.0,63.62,22.759,0.3928,0.2676,q1_q17_dr25_koi,5.415e-06,-5.415e-06,0.000421,-0.000421,0.029,-0.027,0.00711,-0.00711,96.4,-96.4,0.023409,-0.022286,0.01228,-0.01175,13.35,-4.46,0.257,-0.257,240.50336,1197.7502,834.3,2,44.0,5853.0,4.529,-0.1,0.895,0.99,q1_q17_dr25_stellar,163.0,-204.0,0.048,-0.204,0.25,-0.3,0.26,-0.087,0.113,-0.126,294.59052,41.94651,16.095,16.678,16.06,15.845,15.769,14.806,14.322,14.267,0.0,0.0,,,,,,0.04,0.05,0.074,19.63936159,41.9463568,-0.2573,-0.552,,,,0.39,0.96,1.03,0.07,0.064,0.095
9661869,K03647.01,FALSE POSITIVE,20.427232317,135.862807,2454968.863,5.499,3.46429,121813.0,4.912193,42.61535,LS+MCMC,601.32,0.148,86.78,749.0,74.27,98.0,0.319,0.302,q1_q17_dr25_koi,8.229e-06,-8.229e-06,0.000444,-0.000444,29.56,-0.844,0.00881,-0.00881,273.0,-273.0,29.54081,-0.841565,666.18616,-9.03717,190.4,-87.97,47.9,-47.9,243.7305,823.66846,526.6,1,22.0,6167.0,4.354,-0.12,1.121,1.032,q1_q17_dr25_stellar,193.0,-236.0,0.108,-0.201,0.25,-0.3,0.355,-0.164,0.181,-0.12,296.65707,46.38052,16.677,17.228,16.656,16.442,16.419,15.325,14.807,14.858,0.0,0.0,,,,,,0.045,0.054,0.11,19.77715817,46.3807943,0.7253,0.9873,0.05,0.1,0.0,-0.245,-0.619,0.666,0.067,-0.187,0.199
6790592,K07791.01,CANDIDATE,106.18732,180.796,2455013.796,0.027,10.29,266.1,0.01388,0.8555,LS+MCMC,231.85,0.4546,89.98,2660.0,11829.18,79.9,0.9428,-0.1204,q1_q17_dr25_koi,0.03174,-0.03174,0.172,-0.172,0.429,-0.027,2.6,-2.6,32.7,-32.7,0.00119,-0.001171,0.17407,-0.62576,13.94,-41.79,16.3,-16.3,10.19231,13.7167635,8.6,1,3.0,3287.0,0.114,-0.1,152.969,1.11,q1_q17_dr25_stellar,117.0,-78.0,0.208,-0.052,0.25,-0.15,9.192,-27.576,0.207,-0.128,295.43973,42.209061,10.028,13.479,11.077,8.549,6.702,4.097,3.014,2.311,0.0,0.0,,,,,,0.282,0.18,0.322,19.695941,42.20915,-1.6,0.3,0.00029,-4e-05,0.509,-2.4,-3.22,4.0,-2.2,-4.256,4.77
9411166,K01922.03,CONFIRMED,105.6552651,230.09865,2455063.099,0.371,9.39,1366.9,0.033986,0.96789,LS+MCMC,4.22,0.4389,89.74,407.0,6.51,83.0,0.4191,0.2555,q1_q17_dr25_koi,0.0006245,-0.0006245,0.00489,-0.00489,0.059,-0.371,0.137,-0.137,33.5,-33.5,0.000495,-0.001041,0.28642,-0.10648,0.66,-0.55,24.6,-24.6,12.972715,31.695293,42.3,3,12.0,5741.0,4.331,0.16,1.136,1.01,q1_q17_dr25_stellar,77.0,-77.0,0.115,-0.115,0.15,-0.15,0.18,-0.147,0.073,-0.061,294.61365,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728,0.0,0.0,,,,,,0.027,0.037,0.047,19.6408961,45.98469,-0.52,0.26,0.00074,-0.00073,0.007,0.34,0.13,0.37,0.42,0.058,0.42
3097352,K03648.01,FALSE POSITIVE,4.029803201,134.422433,2454967.422,0.17,4.4301,191073.0,0.404176,1.07012,LS+MCMC,47.58,0.0501,89.0,1233.0,545.64,9.721,0.3511,0.2889,q1_q17_dr25_koi,2.907e-06,-2.907e-06,0.000814,-0.000814,0.038,-0.066,0.0203,-0.0203,650.0,-650.0,0.000663,-0.001803,0.03352,-0.01569,14.83,-6.36,0.304,-0.304,185.69005,1234.3845,352.3,1,153.0,6024.0,4.385,-0.06,1.078,1.028,q1_q17_dr25_stellar,189.0,-232.0,0.108,-0.201,0.25,-0.3,0.336,-0.144,0.153,-0.126,285.68704,38.26115,16.936,17.44,16.828,16.721,16.541,15.655,15.589,15.383,0.0,0.0,,,,,,0.061,0.106,0.172,19.045700992,38.2612258,-4.33793,0.27288,-0.06,0.02,0.0,,,,0.023,-0.135,0.137
6066379,K03649.01,FALSE POSITIVE,1.303858554,131.606872,2454964.607,0.928,4.36797,126636.0,0.499714,0.27848,LS+MCMC,73.29,0.0238,71.49,2080.0,4438.11,2.925,0.3153,0.3023,q1_q17_dr25_koi,3.88e-07,-3.88e-07,0.000336,-0.000336,0.027,-0.022,0.00679,-0.00679,168.0,-168.0,0.018867,-0.017421,0.00433,-0.00485,20.95,-17.14,0.0455,-0.0455,288.45364,3417.2737,904.0,1,479.0,6282.0,4.207,-0.24,1.343,1.057,q1_q17_dr25_stellar,197.0,-241.0,0.195,-0.175,0.25,-0.3,0.384,-0.314,0.185,-0.139,298.13248,41.33427,15.475,,15.428,15.212,15.085,14.288,13.916,13.834,0.0,0.0,,,,,,0.021,0.031,0.044,19.875562776,41.3341272,2.6265,-0.5141,0.159,,,-8.7,-1.27,8.8,0.061,0.183,0.193
6508221,K00416.03,CANDIDATE,9.74765878,139.16424,2454972.164,0.658,2.62,102.0,0.009733,2.05637,LS+MCMC,0.78,0.0834,88.27,679.0,50.3,21.8,0.49,0.2075,q1_q17_dr25_koi,9.882e-05,-9.882e-05,0.00796,-0.00796,0.295,-0.434,0.312,-0.312,11.5,-11.5,0.000229,-0.001039,4.07406,-1.84065,0.06,-0.03,10.8,-10.8,3.2234163,9.186811,11.6,4,131.0,5176.0,4.612,-0.18,0.738,0.826,q1_q17_dr25_stellar,102.0,-102.0,0.016,-0.06,0.15,-0.15,0.054,-0.031,0.035,-0.069,286.86548,41.989079,14.29,14.922,14.223,14.019,13.908,12.853,12.488,12.301,0.0,0.0,,,,,,0.023,0.019,0.02,19.124343,41.98953,-0.9,1.6,0.00013,-0.00021,0.008,0.65,1.0,1.2,0.48,0.7,0.8
12154526,K02004.02,CONFIRMED,3.18899015,133.52624,2454966.526,0.526,2.722,66.2,0.007617,0.8565,LS+MCMC,0.98,0.0434,86.09,1309.0,693.65,7.72,0.4282,0.2514,q1_q17_dr25_koi,1.97e-05,-1.97e-05,0.00522,-0.00522,0.429,-0.311,0.151,-0.151,4.1,-4.1,9.5e-05,-0.00056,0.66905,-0.08462,0.15,-0.13,3.0,-3.0,4.348954,15.672577,18.4,3,416.0,5700.0,4.327,0.34,1.176,1.071,q1_q17_dr25_stellar,114.0,-114.0,0.103,-0.115,0.1,-0.15,0.182,-0.149,0.066,-0.066,288.64627,50.788979,13.351,13.818,13.268,13.15,13.05,12.174,11.872,11.803,0.0,0.0,,,,,,0.025,0.028,0.026,19.243094,50.78867,0.33,-1.1,-1.8e-05,0.000112,0.003,-0.2,-0.24,0.31,-0.24,-0.16,0.29
6952971,K07798.01,CANDIDATE,309.89103,259.0588,2455092.059,0.569,16.4,321.3,0.017056,0.35525,LS+MCMC,2.15,0.9485,89.73,314.0,2.3,121.7,0.2947,0.3103,q1_q17_dr25_koi,0.0163,-0.0163,0.0403,-0.0403,0.001,-0.482,1.5,-1.5,36.9,-36.9,0.001149,-0.000966,0.63793,-0.07832,0.73,-0.24,54.6,-54.6,4.537903,7.221774,10.7,1,4.0,6450.0,4.386,-0.08,1.155,1.183,q1_q17_dr25_stellar,153.0,-211.0,0.065,-0.208,0.25,-0.3,0.389,-0.13,0.169,-0.152,293.17212,42.483238,14.706,15.084,14.668,14.544,14.525,13.683,13.471,13.414,0.0,0.0,,,,,,0.025,0.032,0.047,19.544895,42.48301,3.5,-0.8,-0.00094,0.00025,0.011,0.31,-2.09,2.11,0.3,-2.11,2.13
3459199,K03725.01,FALSE POSITIVE,1.570518376,132.340523,2454965.341,1.295,3.2035,2213.2,0.349222,0.05564,LS+MCMC,450.76,0.0385,48.03,4106.0,67267.85,1.936,0.4954,0.2105,q1_q17_dr25_koi,1.851e-06,-1.851e-06,0.000979,-0.000979,2.616,-0.008,0.0536,-0.0536,34.2,-34.2,2.602162,-0.00758,0.65085,-0.00221,56.32,-180.3,0.944,-0.944,33.035736,365.53564,76.7,1,681.0,5314.0,2.782,0.07,11.82,3.083,q1_q17_dr25_stellar,95.0,-116.0,0.304,-0.076,0.15,-0.35,1.477,-4.728,0.185,-0.694,295.20288,38.51955,10.055,10.81,10.001,9.732,9.549,8.52,8.036,7.922,0.0,0.0,,,,,,0.02,0.017,0.02,19.68019652,38.5195021,0.221,-0.172,-0.00016,-8.7e-05,0.0,0.53,0.2,0.57,0.54,0.09,0.55
6973796,K03726.01,FALSE POSITIVE,115.9943364,139.57168,2454972.572,0.028,2.4136,37571.0,0.170135,111.38106,LS+MCMC,13.66,0.4185,90.0,265.0,1.16,429.48,0.6908,0.0628,q1_q17_dr25_koi,0.0001142,-0.0001142,0.000819,-0.000819,0.283,-0.028,0.0389,-0.0389,458.0,-458.0,0.003693,-0.001291,0.59841,-22.86743,0.57,-1.25,2.3,-2.3,91.657845,245.62495,102.4,1,10.0,4530.0,4.566,0.22,0.735,0.725,q1_q17_dr25_stellar,159.0,-159.0,0.06,-0.02,0.2,-0.3,0.031,-0.067,0.056,-0.056,298.12396,42.403172,15.852,16.901,15.858,15.403,15.117,13.932,13.301,13.167,0.0,0.0,,,,,,0.042,0.032,0.036,19.87494697,42.403228,0.649,0.209,0.033,0.01,0.0,-2.67,-0.26,2.69,-0.134,-0.011,0.134
12023089,K03727.01,FALSE POSITIVE,0.623441636,131.6792187,2454964.679,1.2127,1.46001,19340.5,0.408688,0.92312,MCMC,29.19,0.0123,63.03,1711.0,2025.22,2.667,0.3881,0.2768,q1_q17_dr24_koi,5e-08,-5e-08,7.24e-05,-7.24e-05,0.1008,-0.0702,0.0037,-0.0037,44.1,-44.1,0.087122,-0.063618,0.07005,-0.05015,4.24,-2.37,0.202,-0.202,74.91694,1084.5835,164.7,1,1814.0,5319.0,4.612,-0.96,0.654,0.638,stellar_q1_q16,202.0,-174.0,0.062,-0.088,0.34,-0.3,0.095,-0.053,0.076,-0.028,296.59149,50.490028,15.626,16.285,15.625,15.343,15.197,14.188,13.661,13.577,0.0,0.0,,,,,,0.032,0.036,0.041,19.77265637,50.49064929,-3.7663,2.2295,-0.0218,0.0035,0.0,9.782,-2.393,10.071,0.128,0.241,0.273
6286155,K03803.01,FALSE POSITIVE,14.5417471,137.58734,2454970.587,1.214,5.6067,1088.6,0.252447,0.02151,LS+MCMC,163.25,0.1308,78.74,1494.0,1176.23,6.22,0.5237,0.1874,q1_q17_dr25_koi,3.829e-05,-3.829e-05,0.00198,-0.00198,30.28,-0.176,0.0953,-0.0953,17.9,-17.9,30.33918,-0.162298,5.79036,-0.00294,13.15,-26.3,3.1,-3.1,67.485466,70.884125,71.2,1,90.0,5032.0,3.042,-0.34,5.922,1.41,q1_q17_dr25_stellar,80.0,-90.0,0.03,-0.03,0.15,-0.2,0.477,-0.954,0.215,-0.399,292.16907,41.619759,13.763,14.512,13.714,13.442,13.28,12.186,11.684,11.568,0.0,0.0,,,,,,0.021,0.021,0.02,19.4792841,41.637726,54.31,64.68,-0.05865,-0.06959,0.0,5.195,5.568,7.615,5.084,5.565,7.538
7831363,K03804.01,FALSE POSITIVE,2.81753381,132.8937,2454965.894,1.373,2.1551,3836.0,0.441301,0.22959,LS+MCMC,52.91,0.0381,72.57,1494.0,1180.61,4.58,0.3026,0.3029,q1_q17_dr25_koi,7.721e-05,-7.721e-05,0.0224,-0.0224,39.03,-1.238,0.0743,-0.0743,118.0,-118.0,39.21083,-1.224603,223.08382,-0.23363,14.51,-9.68,2.3,-2.3,30.209982,116.50082,39.3,1,32.0,6313.0,4.325,-0.58,1.098,0.929,q1_q17_dr25_stellar,200.0,-244.0,0.153,-0.187,0.3,-0.3,0.301,-0.201,0.13,-0.095,294.77493,43.592918,14.248,14.643,14.218,14.08,14.016,13.127,12.825,12.715,0.0,0.0,,,,,,0.022,0.024,0.024,19.6516701,43.592936,0.34,0.06,-0.00068,-0.0001,0.149,-0.007,-0.062,0.063,0.037,-0.124,0.13
8804845,K02039.02,CONFIRMED,0.762132307,131.61542,2454964.615,0.399,1.22,63.7,0.007382,2.90188,LS+MCMC,0.75,0.0162,84.88,1872.0,2913.14,4.47,0.4695,0.224,q1_q17_dr25_koi,3.799e-06,-3.799e-06,0.00375,-0.00375,0.052,-0.399,0.155,-0.155,8.0,-8.0,0.00078,-0.000337,3.16817,-2.66928,0.11,-0.04,1.6,-1.6,3.0928328,12.593084,11.5,2,1656.0,5594.0,4.489,0.16,0.934,0.981,q1_q17_dr25_stellar,75.0,-83.0,0.038,-0.113,0.15,-0.15,0.127,-0.054,0.048,-0.066,285.38742,45.049049,14.305,14.813,14.24,14.088,14.018,13.105,12.778,12.656,0.0,0.0,,,,,,0.027,0.036,0.033,19.025854,45.0492,1.01,0.55,-8.6e-05,-2.5e-05,0.091,0.16,0.25,0.3,0.07,0.19,0.2
4663185,K03805.01,FALSE POSITIVE,56.6993107,146.1473,2454979.147,1.264,7.0706,5824.7,0.364464,0.18266,LS+MCMC,539.16,0.3702,87.69,1261.0,598.36,31.4,0.608,0.1324,q1_q17_dr25_koi,0.0001186,-0.0001186,0.00176,-0.00176,66.21,-0.005,0.0978,-0.0978,91.8,-91.8,68.06735,-0.004702,59.58212,-0.02698,111.8,-167.8,15.7,-15.7,18.854288,43.611156,76.3,1,19.0,4727.0,2.497,0.02,13.547,2.1,q1_q17_dr25_stellar,56.0,-98.0,0.156,-0.096,0.1,-0.2,2.81,-4.215,0.878,-0.878,294.07938,39.729641,11.356,12.283,11.286,10.958,10.73,9.602,8.998,8.886,0.0,0.0,,,,,,0.021,0.021,0.018,19.6050965,39.7302572,-8.147,2.222,0.04,-0.011,0.0,-3.873,1.214,4.059,-4.152,1.232,4.331
